----- Barrido de N desde 1 a 1024-----
frecuencia: 200 | Fuente: Highspeed_ADC 
 
Formato: N,X,Y,R,phi 
336,-2891.10016741071,-3828.57507905506,0.292827904164823,-127.057817817715 
337,-2627.81310274481,-4019.86932028932,0.293135016501825,-123.172890063606 
338,-2933.84437407544,-3876.03591900888,0.29671210067666,-127.122762994022 
339,-2820.41159660767,-3766.98225479351,0.28723010009829,-126.822899377631 
340,-2836.77010569853,-4011.45990349265,0.299884230096108,-125.266671145794 
341,-3069.70947122434,-3895.8901438783,0.302740391395607,-128.235823826376 
342,-3108.22893823099,-3372.99145650585,0.279960767774606,-132.660726832229 
343,-2851.27806122449,-4026.85960276968,0.301163015193408,-125.300971728821 
344,-3216.99114280523,-3892.26208212209,0.308214198781415,-129.574051059476 
345,-3140.53516757246,-3719.90253623188,0.297148344387096,-130.172796930534 
346,-3000.41905256503,-3956.62156791908,0.303086560542602,-127.174080427535 
347,-3138.1821190562,-4010.35824927954,0.310816660149229,-128.043860503961 
348,-3054.0149066092,-4160.8268902658,0.315033143634516,-126.278382408066 
349,-2953.02748925501,-4001.14720630372,0.303529861783207,-126.429002164039 
350,-3058.73421875,-3928.2771875,0.303883553442463,-127.905937715541 
351,-3103.62740384615,-3999.7343082265,0.309008778116146,-127.80997488852 
352,-3120.37486683239,-3872.94977361506,0.303572381618441,-128.857847956644 
353,-2768.98709720255,-4120.63993891643,0.303022600916701,-123.900306251952 
354,-2980.35763153249,-3806.94917461158,0.295102426802466,-128.056431960793 
355,-3168.73919454225,-3650.83050176056,0.295065042092646,-130.956354506333 
356,-2930.49185832163,-3860.08999736657,0.295812858717559,-127.204935113033 
357,-2838.62057948179,-3986.87799807423,0.298725939748137,-125.450517458737 
358,-2894.01082402235,-3910.96986295391,0.296962403599526,-126.50042940252 
359,-3054.89741469359,-3825.46894585655,0.298811031568349,-128.609747311346 
360,-2984.68313802083,-3860.02471788194,0.297821402702825,-127.712236216078 
361,-3007.2577259349,-3801.08414127424,0.295836549669836,-128.349561323576 
362,-2820.32611792127,-3688.65903401243,0.283414570278858,-127.401307044192 
363,-2797.37599001377,-3684.18577823691,0.282348417757329,-127.209143427853 
364,-3169.93797218407,-4017.68391569368,0.31236579752554,-128.273311270699 
365,-3444.00920376712,-3978.18388270548,0.321168107839766,-130.883524589804 
366,-3145.99295594262,-3901.42048753415,0.305906636277196,-128.881703162988 
367,-2927.57252639646,-3862.5107501703,0.295822889005072,-127.160143027119 
368,-2734.39743970788,-3821.04390285326,0.286791550409118,-125.588088970757 
369,-3231.6165523374,-3896.07782859079,0.308962902650533,-129.674138323631 
370,-2781.51138091216,-3776.5347972973,0.28628262326434,-126.372565609659 
371,-2984.06045737871,-3878.03093413073,0.298668427375255,-127.577499345774 
372,-2905.92368111559,-3874.8760500672,0.295630057821643,-126.867689248954 
373,-3168.59904909517,-3743.01298592493,0.299331453823037,-130.249149829565 
374,-2889.35112383021,-4108.0029035762,0.306549504561529,-125.120518253825 
375,-2810.782625,-4050.40622916667,0.300921105359446,-124.758745192196 
376,-2950.56401678856,-3853.91632729388,0.296255978636672,-127.437721722514 
377,-3188.26257874668,-3959.10987234748,0.310267259244391,-128.84441781389 
378,-2940.46403769841,-3878.98683449074,0.297099641981219,-127.163928579939 
379,-2943.95563984169,-4004.31124257916,0.303356952128353,-126.32319573615 
