----- Barrido de N desde 1 a 1024-----
frecuencia: 200 | Fuente: Highspeed_ADC 
 
Formato: N,X,Y,R,phi 
164,-15926.162109375,-19688.0437011719,1.54564931939914,-128.970281400543 
165,-16511.0749511719,-18856.2294921875,1.52979396314283,-131.206353650009 
166,-14283.1977539063,-19053.5852050781,1.45346156030226,-126.856440560655 
167,-15932.9836425781,-20402.4692382813,1.58004638768355,-127.987490561212 
168,-16103.0932617188,-21654.9931640625,1.64714968161955,-126.635242525097 
169,-14877.3583984375,-22079.8989257813,1.62507292316932,-123.971951431809 
170,-17346.9714355469,-19941.7639160156,1.61326206400559,-131.019404174202 
171,-16903.6865234375,-20175.1591796875,1.60652827291683,-129.957840565285 
172,-14812.0202636719,-22159.0061035156,1.626859841088,-123.760448459548 
173,-16543.9641113281,-19729.6726074219,1.57158498733435,-129.980913349298 
174,-15707.2109375,-19810.6962890625,1.54313868436673,-128.40967337487 
175,-17520.0268554688,-20971.9184570313,1.66796730079407,-129.875520831089 
176,-16971.0268554688,-20394.0268554688,1.61941700186226,-129.765762771321 
177,-17794.01171875,-20319.8146972656,1.64858911694866,-131.208552968868 
178,-17440.9663085938,-23715.314453125,1.7968156442854,-126.331898733695 
179,-17964.3134765625,-21758.9541015625,1.72224863335577,-129.543269840183 
180,-18386.3562011719,-21378.4501953125,1.72108833399781,-130.696900678346 
181,-18173.2551269531,-20996.9946289063,1.69496294256792,-130.876744043938 
182,-19401.552734375,-22669.7438964844,1.82125457773495,-130.558058081884 
183,-17134.5607910156,-21559.0510253906,1.68088664447258,-128.47674411121 
184,-16687.8452148438,-20033.7578125,1.59145834403751,-129.793833557865 
185,-18026.8654785156,-21428.1064453125,1.7091799886733,-130.072961716853 
186,-17268.0500488281,-24213.6804199219,1.81526174614308,-125.49466682973 
187,-18024.7060546875,-22189.9067382813,1.74493509999055,-129.086714338823 
188,-16829.3513183594,-23064.7866210938,1.74272334675389,-126.116570232127 
189,-16669.4526367188,-21424.1086425781,1.65686343518746,-127.885408457928 
190,-18636.8991699219,-22827.490234375,1.79870649806224,-129.229007599403 
191,-19352.6228027344,-22243.4235839844,1.79960267935287,-131.024506836947 
192,-18436.228515625,-22225.9133300781,1.76257087491587,-129.675452121357 
193,-16962.3168945313,-21571.6843261719,1.67497164080472,-128.178793188115 
194,-20383.1762695313,-22936.6005859375,1.87291326459873,-131.626682623956 
195,-19708.3627929688,-22095.4565429688,1.80717900625409,-131.731828931871 
196,-16485.7336425781,-25449.6315917969,1.85080422197466,-122.934313633306 
197,-17265.5651855469,-24164.216796875,1.81271634641078,-125.546171397446 
198,-15892.9038085938,-25424.2658691406,1.83007029020708,-122.009819494308 
199,-20264.921875,-24577.3525390625,1.94430769248904,-129.506822773141 
200,-19865.7055664063,-25820.6130371094,1.98848670271875,-127.573743581262 
201,-19227.701171875,-23320.6491699219,1.8448505064316,-129.505326519846 
202,-18463.7973632813,-24097.509765625,1.8529554136094,-127.459763401237 
203,-19095.9099121094,-22369.4279785156,1.79519936347474,-130.486095638813 
204,-16926.6428222656,-25236.9431152344,1.85477685412283,-123.850109734065 
205,-20466.1237792969,-25196.4497070313,1.98132904589522,-129.085651058596 
206,-17862.8308105469,-25530.017578125,1.90183214123269,-124.979695302737 
207,-18641.6010742188,-23396.8684082031,1.82593825184196,-128.546303598904 
208,-20120.0822753906,-25586.4831542969,1.98673933813655,-128.17994958794 
209,-19577.8701171875,-24677.8659667969,1.9227049151718,-128.426277410138 
210,-18349.923828125,-26745.4008789063,1.97974224685069,-124.453878977527 
211,-21686.4467773438,-24922.5561523438,2.01647298370273,-131.028271048955 
212,-19948.6647949219,-26450.2580566406,2.02212740074455,-127.023433011334 
213,-19931.2978515625,-25797.8586425781,1.98983129295817,-127.68949665965 
214,-20139.5581054688,-25700.9548339844,1.99296931756524,-128.082649804148 
215,-16789.0998535156,-26618.9553222656,1.920914269233,-122.240438151438 
216,-21710.1047363281,-26866.8737792969,2.10834759153669,-128.940366768396 
217,-19103.0349121094,-26367.9765625,1.98740520087447,-125.922525761724 
218,-19824.4543457031,-27154.46875,2.05212790363889,-126.131773283128 
219,-20265.9533691406,-24799.9787597656,1.95485079049448,-129.254877627216 
220,-20732.322265625,-27427.7578125,2.09856516468956,-127.085209295086 
221,-24062.3115234375,-24375.4536132813,2.09060261383491,-134.629597481654 
222,-21135.9970703125,-25915.2270507813,2.04116531058822,-129.200071208203 
223,-20287.4008789063,-28464.0534667969,2.13348696352096,-125.478900349152 
224,-21027.1496582031,-30038.634765625,2.23803747594752,-124.99215502518 
225,-18977.7258300781,-27537.2373046875,2.04127860694555,-124.573288062786 
226,-20710.5625,-27758.4614257813,2.11390819905173,-126.726585556878 
227,-19423.9814453125,-26186.4890136719,1.99005325550068,-126.56639228402 
228,-21092.0473632813,-26847.1499023438,2.08389707878479,-128.15440023525 
229,-22356.4614257813,-27918.2045898438,2.1830762658046,-128.687200314584 
230,-23115.4279785156,-26841.8498535156,2.16213067886946,-130.734083480359 
231,-20200.8137207031,-27820.279296875,2.09850278967541,-125.984087743162 
232,-21740.6970214844,-25424.8129882813,2.0418493299886,-130.5336734533 
233,-21388.4990234375,-28038.9860839844,2.15249851755667,-127.336853789768 
234,-20152.515625,-28478.9982910156,2.129463616019,-125.284265761244 
235,-20400.3166503906,-28958.525390625,2.16209724923434,-125.163420230543 
236,-19883.9260253906,-28667.6486816406,2.12948755394002,-124.745237446685 
237,-25692.4440917969,-28594.0610351563,2.34633319836326,-131.940448564353 
238,-23648.8125,-30105.048828125,2.3366739853721,-128.151160657112 
239,-23637.0795898438,-30044.5622558594,2.33332896328772,-128.193333988568 
240,-22369.1545410156,-29218.4650878906,2.24604434773805,-127.437047481212 
241,-23894.5080566406,-31715.875,2.42374939035617,-126.994102372801 
242,-24544.8676757813,-27035.7241210938,2.22879656995085,-132.235301591366 
243,-24053.0908203125,-27949.91796875,2.25072639115092,-130.714570149783 
244,-23490.208984375,-31213.8381347656,2.38442628873656,-126.963565471847 
245,-23951.9477539063,-29356.6828613281,2.31257869809902,-129.21080659853 
246,-22417.4387207031,-31614.2475585938,2.36553076142263,-125.340183113515 
247,-25712.2507324219,-29151.3618164063,2.3725441270955,-131.413122322471 
248,-21921.3366699219,-31913.5910644531,2.36318303784806,-124.485039599809 
249,-22099.7358398438,-32010.2360839844,2.37421728401949,-124.621039931764 
250,-22111.5288085938,-33193.5380859375,2.43439833737591,-123.669154007249 
251,-19772.2512207031,-29628.6657714844,2.17415176980407,-123.716577088739 
252,-25993.6411132813,-30854.6923828125,2.46251008386119,-130.112576845989 
253,-22751.0002441406,-32156.091796875,2.40428703268895,-125.280077995696 
254,-23760.4165039063,-29455.1918945313,2.30988283719829,-128.891838000333 
255,-25049.4191894531,-30688.3718261719,2.41790550072751,-129.22308261754 
256,-23780.1105957031,-32467.8625488281,2.45643159230652,-126.219791710327 
257,-23252.1247558594,-30201.2072753906,2.32644279314387,-127.592930440388 
258,-23331.7211914063,-32270.5168457031,2.43058841606462,-125.867089572996 
259,-25012.7546386719,-31862.27734375,2.4724457862245,-128.132878213284 
260,-23721.2145996094,-30555.3569335938,2.36105663805856,-127.82346616675 
261,-25971.6569824219,-31987.0317382813,2.51491566676487,-129.074641609116 
262,-24230.2392578125,-29605.6125488281,2.33509222882057,-129.298060114074 
263,-24605.5900878906,-32423.3725585938,2.4843717444886,-127.194293755938 
264,-24398.4294433594,-30856.712890625,2.40102913488528,-128.33345244252 
265,-24110.8127441406,-31685.4943847656,2.43024074073303,-127.269018034455 
266,-28969.2133789063,-31878.8515625,2.62918438171283,-132.262310685372 
267,-25505.1845703125,-32060.4187011719,2.50057045003853,-128.503476210691 
268,-24616.7768554688,-31118.2084960938,2.42181523814559,-128.346572235655 
269,-24878.5505371094,-33365.9404296875,2.54036355741434,-126.709210859674 
270,-26394.2170410156,-31323.7707519531,2.50015952587422,-130.118352727888 
271,-25095.0053710938,-32447.5842285156,2.50371219252235,-127.71841482995 
272,-26434.6928710938,-33402.1237792969,2.59998705504512,-128.358357727151 
273,-27657.8041992188,-35457.8132324219,2.74477349578326,-127.954944050078 
274,-23423.2717285156,-32877.6811523438,2.46395459237631,-125.467472346748 
275,-26961.1831054688,-33590.4916992188,2.62900727112407,-128.752036773612 
276,-24147.216796875,-33866.17578125,2.53873348825947,-125.489579789287 
277,-25281.7561035156,-35009.1809082031,2.63578876322583,-125.834800084302 
278,-27370.0830078125,-34712.6938476563,2.69814869460879,-128.254887542118 
279,-21981.3002929688,-34702.4182128906,2.50730341054103,-122.351098835975 
280,-26628.7973632813,-33553.4440917969,2.61458428259651,-128.436337432773 
281,-23815.4799804688,-35075.9191894531,2.58778043492895,-124.17530928036 
282,-26592.3708496094,-34643.5837402344,2.66567053424103,-127.509798379742 
283,-26224.6687011719,-33627.1606445313,2.60286868026896,-127.94944591374 
284,-26178.6428222656,-34374.3430175781,2.63727729722165,-127.291994624177 
285,-25021.3256835938,-32531.1469726563,2.50500436760832,-127.565677876121 
286,-27086.0593261719,-35082.2578125,2.70526880300019,-127.670756366336 
287,-29265.65234375,-36566.7739257813,2.85872751715691,-128.671494134858 
288,-26388.6184082031,-33649.2951660156,2.61009755006473,-128.104429194404 
289,-29321.9445800781,-37061.5859375,2.88449972583349,-128.349921000193 
290,-28598.4167480469,-40896.1196289063,3.04596254415911,-124.964868324841 
291,-27987.4291992188,-37375.8332519531,2.85000992823142,-126.82626719086 
292,-28368.1628417969,-37129.1953125,2.85202275673622,-127.381247821185 
293,-25453.6027832031,-36366.201171875,2.70937440774193,-124.98912490157 
294,-25941.7890625,-33795.1774902344,2.60041372375743,-127.510495824084 
295,-26543.9868164063,-38336.0942382813,2.84607926324309,-124.698804568767 
296,-27959.9467773438,-41148.4694824219,3.03652584856346,-124.195690477529 
297,-28177.1198730469,-34316.9868164063,2.71021249738751,-129.38886140958 
298,-28159.6696777344,-36958.3872070313,2.8360149091126,-127.304829560334 
299,-27807.8693847656,-35874.6296386719,2.77048007404317,-127.780704335129 
300,-33400.7316894531,-37045.3701171875,3.04449831443172,-132.038354475447 
301,-28378.6325683594,-37524.1687011719,2.87160202326543,-127.099345974499 
302,-26563.0639648438,-37335.7663574219,2.79677176769841,-125.430492044009 
303,-27565.4709472656,-35003.0708007813,2.71945104017884,-128.220990446809 
304,-29061.0356445313,-40029.8430175781,3.01928615714483,-125.979058774086 
305,-28247.6232910156,-38457.5993652344,2.91250540419406,-126.297782072752 
306,-31354.4204101563,-38633.603515625,3.03695513267148,-129.062236767359 
307,-25661.0869140625,-37792.5451660156,2.78824147645299,-124.176451448052 
308,-25156.5708007813,-39521.0021972656,2.85948022074636,-122.478252025601 
309,-29308.7468261719,-38113.46875,2.93462987346976,-127.559801892667 
310,-29552.4990234375,-37502.6301269531,2.91434825790725,-128.238511904163 
311,-31460.4133300781,-36007.2551269531,2.9184887654551,-131.144501211197 
312,-27476.7065429688,-40944.35546875,3.00969427586192,-123.864548381931 
313,-27831.4753417969,-38339.1293945313,2.89168625815593,-125.976975337749 
314,-30510.7033691406,-36296.2202148438,2.89415804373657,-130.050502065739 
315,-30072.7653808594,-35323.2741699219,2.83155521194056,-130.409690209734 
316,-27748.59765625,-38439.8605957031,2.89370034518687,-125.824403044771 
317,-31989.4870605469,-35647.3425292969,2.92345040259458,-131.904412613787 
318,-31055.2736816406,-37934.5063476563,2.99234369517584,-129.305643397094 
319,-29011.154296875,-41664.5212402344,3.09884133944924,-124.849631850783 
320,-32642.6940917969,-36512.8591308594,2.98940249414092,-131.796886806452 
321,-32464.8984375,-37787.6186523438,3.04076709997171,-130.66723204312 
322,-29357.9770507813,-38559.3166503906,2.95806812516339,-127.284623218265 
323,-25666.3986816406,-37234.1215820313,2.76029337331162,-124.579454017609 
324,-29748.9519042969,-40071.8776855469,3.04620316707199,-126.58981481113 
325,-28172.6921386719,-40342.2824707031,3.00336888669159,-124.928197283654 
326,-29315.2397460938,-39232.5537109375,2.98930415943448,-126.767718705402 
327,-31589.1923828125,-38508.865234375,3.04011524310952,-129.362358278518 
328,-31628.9013671875,-37901.8854980469,3.01311537711907,-129.844800115873 
329,-30564.2209472656,-38352.8259277344,2.99337318635357,-128.552121605572 
330,-30791.5158691406,-39177.4948730469,3.04145300658266,-128.16554324429 
331,-31844.85546875,-36987.2893066406,2.97905325611898,-130.727382857898 
332,-31344.9387207031,-40918.3762207031,3.14611268568962,-127.453405410108 
333,-32280.1862792969,-39789.5251464844,3.12734573983717,-129.051503245406 
334,-31531.0244140625,-42284.65625,3.21949166161748,-126.711333367155 
335,-30653.1760253906,-40211.0764160156,3.08617308080784,-127.31851915337 
336,-30439.1831054688,-40765.798828125,3.10533548015243,-126.748120652405 
337,-32784.0581054688,-42444.7583007813,3.27351495138107,-127.682266800312 
338,-35284.4931640625,-38764.7578125,3.19947058707619,-132.309117328355 
339,-34239.1484375,-41575.3583984375,3.28741423993581,-129.472967332197 
340,-32868.4182128906,-41429.6123046875,3.22789800449074,-128.426925745195 
341,-32854.3669433594,-42148.4143066406,3.26185521622043,-127.936142847545 
342,-30987.1765136719,-44159.3198242188,3.29274812332645,-125.057844834593 
343,-34939.5427246094,-39890.5520019531,3.23670499677956,-131.214636800519 
344,-33423.806640625,-43219.9313964844,3.33483019943408,-127.71630238534 
345,-30110.4045410156,-41742.8598632813,3.1415409222176,-125.804067015693 
346,-38897.5942382813,-40691.1706542969,3.43589855053537,-133.709026732794 
347,-32545.3347167969,-45326.7768554688,3.40590695676314,-125.678938334154 
348,-31572.6550292969,-44369.8688964844,3.32386658044697,-125.434845762864 
349,-32514.7104492188,-43934.7219238281,3.33614419688374,-126.503982711088 
350,-32711.2434082031,-42225.4458007813,3.26020751738161,-127.764257576305 
351,-33850.0456542969,-40912.0217285156,3.2410709437554,-129.603889121523 
352,-31496.5056152344,-41949.5024414063,3.2018501865943,-126.899937336763 
353,-34084.4555664063,-42771.7019042969,3.33821082203166,-128.551084367248 
354,-31467.5361328125,-43939.6557617188,3.29876666942152,-125.60847547895 
355,-32619.8073730469,-42438.2592773438,3.26708173475416,-127.547374603749 
356,-32199.876953125,-43313.03515625,3.29421891247741,-126.627936114386 
357,-33549.0209960938,-42683.7622070313,3.3137201453306,-128.167001583793 
358,-31288.1960449219,-41367.3601074219,3.16582118647968,-127.10203288658 
359,-32100.6840820313,-42499.1364746094,3.25083330235513,-127.06468354115 
360,-31835.044921875,-43723.359375,3.3011956426328,-126.058420195492 
361,-32350.2521972656,-46157.3356933594,3.4403652341327,-125.025428087217 
362,-31485.1535644531,-49543.64453125,3.5829757489021,-122.43609641378 
363,-35170.0141601563,-44271.2219238281,3.45108669691153,-128.464387108985 
364,-32245.7145996094,-44368.2297363281,3.34777111071365,-126.008712165407 
365,-33968.0895996094,-46519.9108886719,3.51582406856882,-126.136316950921 
366,-34900.8176269531,-45170.7990722656,3.48417576301199,-127.691150300583 
367,-36092.6413574219,-43541.7351074219,3.45199902436719,-129.656035303639 
368,-33635.3801269531,-43648.1831054688,3.36341261889218,-127.61792088447 
369,-34510.9221191406,-43323.9025878906,3.38079209330158,-128.540100044484 
370,-32584.4079589844,-45298.1110839844,3.40587796871745,-125.728695351888 
371,-32373.5913085938,-45407.4599609375,3.40381233207363,-125.487256696176 
372,-34550.748046875,-41348.4973144531,3.28890001884826,-129.882084601921 
373,-35021.6030273438,-46419.9577636719,3.54925156396096,-127.03277961092 
374,-40281.2565917969,-44298.3737792969,3.65454559897351,-132.280775206909 
375,-33402.6611328125,-42376.1806640625,3.29344264853983,-128.246642707066 
376,-33839.3173828125,-43094.6643066406,3.34438837042491,-128.140143765575 
