Datos provenientes de SR865 
F,X,Y,R,T,
+2.100000e+04,+1.248512e-01,-3.275734e-01,+3.505598e-01,-6.913618e+01,
+2.110000e+04,+1.238559e-01,-3.264523e-01,+3.491580e-01,-6.922327e+01,
+2.120000e+04,+1.228487e-01,-3.252751e-01,+3.477006e-01,-6.930964e+01,
+2.130000e+04,+1.218613e-01,-3.241281e-01,+3.462791e-01,-6.939542e+01,
+2.140000e+04,+1.208797e-01,-3.229690e-01,+3.448491e-01,-6.948030e+01,
+2.150000e+04,+1.199257e-01,-3.218606e-01,+3.434770e-01,-6.956454e+01,
+2.160000e+04,+1.189839e-01,-3.207631e-01,+3.421200e-01,-6.964816e+01,
+2.170000e+04,+1.180486e-01,-3.196604e-01,+3.407613e-01,-6.973112e+01,
+2.180000e+04,+1.171227e-01,-3.185598e-01,+3.394084e-01,-6.981337e+01,
+2.190000e+04,+1.161971e-01,-3.174376e-01,+3.380361e-01,-6.989499e+01,
+2.200000e+04,+1.152970e-01,-3.163614e-01,+3.367164e-01,-6.997588e+01,
+2.210000e+04,+1.143907e-01,-3.152486e-01,+3.353609e-01,-7.005625e+01,
+2.220000e+04,+1.135114e-01,-3.141866e-01,+3.340629e-01,-7.013589e+01,
+2.230000e+04,+1.126326e-01,-3.131050e-01,+3.327474e-01,-7.021492e+01,
+2.240000e+04,+1.117621e-01,-3.120248e-01,+3.314366e-01,-7.029332e+01,
+2.250000e+04,+1.109191e-01,-3.110015e-01,+3.301893e-01,-7.037115e+01,
+2.260000e+04,+1.100649e-01,-3.099252e-01,+3.288890e-01,-7.044832e+01,
+2.270000e+04,+1.092215e-01,-3.088598e-01,+3.276030e-01,-7.052496e+01,
+2.280000e+04,+1.083865e-01,-3.077981e-01,+3.263239e-01,-7.060104e+01,
+2.290000e+04,+1.075671e-01,-3.067574e-01,+3.250704e-01,-7.067634e+01,
+2.300000e+04,+1.067623e-01,-3.057417e-01,+3.238459e-01,-7.075124e+01,
+2.310000e+04,+1.059518e-01,-3.046866e-01,+3.225828e-01,-7.082538e+01,
+2.320000e+04,+1.051641e-01,-3.036814e-01,+3.213750e-01,-7.089915e+01,
+2.330000e+04,+1.043752e-01,-3.026516e-01,+3.201440e-01,-7.097226e+01,
+2.340000e+04,+1.036138e-01,-3.016839e-01,+3.189812e-01,-7.104489e+01,
+2.350000e+04,+1.028389e-01,-3.006573e-01,+3.177588e-01,-7.111690e+01,
+2.360000e+04,+1.020861e-01,-2.996763e-01,+3.165872e-01,-7.118835e+01,
+2.370000e+04,+1.013348e-01,-2.986827e-01,+3.154046e-01,-7.125934e+01,
+2.380000e+04,+1.005907e-01,-2.976910e-01,+3.142267e-01,-7.132973e+01,
+2.390000e+04,+9.984951e-02,-2.966922e-01,+3.130434e-01,-7.139972e+01,
+2.400000e+04,+9.912120e-02,-2.957121e-01,+3.118824e-01,-7.146910e+01,
+2.410000e+04,+9.839915e-02,-2.947324e-01,+3.107243e-01,-7.153793e+01,
+2.420000e+04,+9.769945e-02,-2.938036e-01,+3.096219e-01,-7.160631e+01,
+2.430000e+04,+9.698314e-02,-2.928080e-01,+3.084513e-01,-7.167422e+01,
+2.440000e+04,+9.628525e-02,-2.918500e-01,+3.073227e-01,-7.174157e+01,
+2.450000e+04,+9.560898e-02,-2.909428e-01,+3.062495e-01,-7.180855e+01,
+2.460000e+04,+9.491906e-02,-2.899756e-01,+3.051156e-01,-7.187493e+01,
+2.470000e+04,+9.424637e-02,-2.890442e-01,+3.040212e-01,-7.194081e+01,
+2.480000e+04,+9.358681e-02,-2.881380e-01,+3.029554e-01,-7.200628e+01,
+2.490000e+04,+9.291521e-02,-2.871798e-01,+3.018368e-01,-7.207133e+01,
+2.500000e+04,+9.227154e-02,-2.862896e-01,+3.007919e-01,-7.213579e+01,
+2.510000e+04,+9.162077e-02,-2.853616e-01,+2.997092e-01,-7.219978e+01,
+2.520000e+04,+9.097683e-02,-2.844408e-01,+2.986358e-01,-7.226340e+01,
+2.530000e+04,+9.034319e-02,-2.835360e-01,+2.975812e-01,-7.232654e+01,
+2.540000e+04,+8.970501e-02,-2.826005e-01,+2.964963e-01,-7.238916e+01,
+2.550000e+04,+8.908732e-02,-2.817141e-01,+2.954647e-01,-7.245132e+01,
+2.560000e+04,+8.848244e-02,-2.808547e-01,+2.944631e-01,-7.251311e+01,
+2.570000e+04,+8.787622e-02,-2.799763e-01,+2.934433e-01,-7.257447e+01,
+2.580000e+04,+8.726338e-02,-2.790614e-01,+2.923870e-01,-7.263536e+01,
+2.590000e+04,+8.667155e-02,-2.782001e-01,+2.913885e-01,-7.269589e+01,
+2.600000e+04,+8.609398e-02,-2.773688e-01,+2.904232e-01,-7.275590e+01,
+2.610000e+04,+8.549942e-02,-2.764711e-01,+2.893898e-01,-7.281564e+01,
+2.620000e+04,+8.492001e-02,-2.756080e-01,+2.883941e-01,-7.287495e+01,
+2.630000e+04,+8.435395e-02,-2.747736e-01,+2.874302e-01,-7.293380e+01,
+2.640000e+04,+8.378760e-02,-2.739234e-01,+2.864513e-01,-7.299219e+01,
+2.650000e+04,+8.321812e-02,-2.730497e-01,+2.854495e-01,-7.305020e+01,
+2.660000e+04,+8.266150e-02,-2.722042e-01,+2.844785e-01,-7.310779e+01,
+2.670000e+04,+8.210935e-02,-2.713614e-01,+2.835118e-01,-7.316507e+01,
+2.680000e+04,+8.156826e-02,-2.705390e-01,+2.825681e-01,-7.322179e+01,
+2.690000e+04,+8.102967e-02,-2.697147e-01,+2.816236e-01,-7.327829e+01,
+2.700000e+04,+8.049858e-02,-2.689024e-01,+2.806929e-01,-7.333440e+01,
+2.710000e+04,+7.997138e-02,-2.680894e-01,+2.797630e-01,-7.339009e+01,
+2.720000e+04,+7.944151e-02,-2.672544e-01,+2.788115e-01,-7.344538e+01,
+2.730000e+04,+7.892063e-02,-2.664388e-01,+2.778815e-01,-7.350043e+01,
+2.740000e+04,+7.840492e-02,-2.656282e-01,+2.769579e-01,-7.355509e+01,
+2.750000e+04,+7.789934e-02,-2.648385e-01,+2.760575e-01,-7.360932e+01,
+2.760000e+04,+7.739958e-02,-2.640558e-01,+2.751656e-01,-7.366316e+01,
+2.770000e+04,+7.689311e-02,-2.632407e-01,+2.742412e-01,-7.371681e+01,
+2.780000e+04,+7.639962e-02,-2.624567e-01,+2.733504e-01,-7.377003e+01,
+2.790000e+04,+7.590459e-02,-2.616544e-01,+2.724418e-01,-7.382282e+01,
+2.800000e+04,+7.542420e-02,-2.608920e-01,+2.715759e-01,-7.387535e+01,
+2.810000e+04,+7.494257e-02,-2.601117e-01,+2.706926e-01,-7.392741e+01,
+2.820000e+04,+7.446813e-02,-2.593476e-01,+2.698271e-01,-7.397929e+01,
+2.830000e+04,+7.399486e-02,-2.585741e-01,+2.689532e-01,-7.403072e+01,
+2.840000e+04,+7.351997e-02,-2.577874e-01,+2.680663e-01,-7.408205e+01,
+2.850000e+04,+7.306147e-02,-2.570410e-01,+2.672229e-01,-7.413270e+01,
+2.860000e+04,+7.259656e-02,-2.562615e-01,+2.663460e-01,-7.418305e+01,
+2.870000e+04,+7.215271e-02,-2.555462e-01,+2.655370e-01,-7.423313e+01,
+2.880000e+04,+7.170280e-02,-2.548004e-01,+2.646971e-01,-7.428298e+01,
+2.890000e+04,+7.124772e-02,-2.540252e-01,+2.638276e-01,-7.433251e+01,
+2.900000e+04,+7.080264e-02,-2.532734e-01,+2.629837e-01,-7.438165e+01,
+2.910000e+04,+7.036991e-02,-2.525578e-01,+2.621781e-01,-7.443062e+01,
+2.920000e+04,+6.992700e-02,-2.517934e-01,+2.613230e-01,-7.447919e+01,
+2.930000e+04,+6.951000e-02,-2.511120e-01,+2.605550e-01,-7.452744e+01,
+2.940000e+04,+6.908467e-02,-2.503910e-01,+2.597467e-01,-7.457544e+01,
+2.950000e+04,+6.865988e-02,-2.496618e-01,+2.589309e-01,-7.462313e+01,
+2.960000e+04,+6.823603e-02,-2.489260e-01,+2.581091e-01,-7.467054e+01,
+2.970000e+04,+6.782368e-02,-2.482223e-01,+2.573216e-01,-7.471767e+01,
+2.980000e+04,+6.741278e-02,-2.475142e-01,+2.565303e-01,-7.476450e+01,
+2.990000e+04,+6.700914e-02,-2.468220e-01,+2.557564e-01,-7.481100e+01,
+3.000000e+04,+6.660379e-02,-2.461161e-01,+2.549690e-01,-7.485735e+01,
+3.010000e+04,+6.620268e-02,-2.454149e-01,+2.541874e-01,-7.490334e+01,
