Datos provenientes de SR865 
F,X,Y,R,T,
+4.380000e+04,+3.509207e-02,-1.748291e-01,+1.783162e-01,-7.865028e+01,
+4.400000e+04,+3.480285e-02,-1.740959e-01,+1.775405e-01,-7.869523e+01,
+4.420000e+04,+3.451781e-02,-1.733734e-01,+1.767761e-01,-7.873991e+01,
+4.440000e+04,+3.423641e-02,-1.726543e-01,+1.760160e-01,-7.878405e+01,
+4.460000e+04,+3.395903e-02,-1.719453e-01,+1.752667e-01,-7.882791e+01,
+4.480000e+04,+3.368328e-02,-1.712328e-01,+1.745143e-01,-7.887141e+01,
+4.500000e+04,+3.341205e-02,-1.705297e-01,+1.737721e-01,-7.891441e+01,
+4.520000e+04,+3.314543e-02,-1.698393e-01,+1.730433e-01,-7.895708e+01,
+4.540000e+04,+3.288002e-02,-1.691448e-01,+1.723109e-01,-7.899947e+01,
+4.560000e+04,+3.262209e-02,-1.684754e-01,+1.716047e-01,-7.904137e+01,
+4.580000e+04,+3.236138e-02,-1.677826e-01,+1.708750e-01,-7.908302e+01,
+4.600000e+04,+3.210770e-02,-1.671143e-01,+1.701708e-01,-7.912428e+01,
+4.620000e+04,+3.185703e-02,-1.664508e-01,+1.694719e-01,-7.916518e+01,
+4.640000e+04,+3.160725e-02,-1.657810e-01,+1.687672e-01,-7.920572e+01,
+4.660000e+04,+3.136003e-02,-1.651168e-01,+1.680685e-01,-7.924611e+01,
+4.680000e+04,+3.111630e-02,-1.644584e-01,+1.673762e-01,-7.928601e+01,
+4.700000e+04,+3.087814e-02,-1.638210e-01,+1.667057e-01,-7.932572e+01,
+4.720000e+04,+3.064059e-02,-1.631760e-01,+1.660278e-01,-7.936504e+01,
+4.740000e+04,+3.040736e-02,-1.625458e-01,+1.653654e-01,-7.940417e+01,
+4.760000e+04,+3.017780e-02,-1.619213e-01,+1.647095e-01,-7.944272e+01,
+4.780000e+04,+2.994616e-02,-1.612778e-01,+1.640344e-01,-7.948107e+01,
+4.800000e+04,+2.971888e-02,-1.606464e-01,+1.633722e-01,-7.951902e+01,
+4.820000e+04,+2.949618e-02,-1.600339e-01,+1.627294e-01,-7.955689e+01,
+4.840000e+04,+2.927507e-02,-1.594179e-01,+1.620836e-01,-7.959429e+01,
+4.860000e+04,+2.905750e-02,-1.588139e-01,+1.614503e-01,-7.963152e+01,
+4.880000e+04,+2.883851e-02,-1.581910e-01,+1.607982e-01,-7.966833e+01,
+4.900000e+04,+2.862799e-02,-1.576035e-01,+1.601825e-01,-7.970472e+01,
+4.920000e+04,+2.841494e-02,-1.569982e-01,+1.595488e-01,-7.974114e+01,
+4.940000e+04,+2.820658e-02,-1.564077e-01,+1.589307e-01,-7.977715e+01,
+4.960000e+04,+2.799891e-02,-1.558107e-01,+1.583064e-01,-7.981277e+01,
+4.980000e+04,+2.779477e-02,-1.552289e-01,+1.576976e-01,-7.984837e+01,
+5.000000e+04,+2.759270e-02,-1.546466e-01,+1.570889e-01,-7.988350e+01,
+5.020000e+04,+2.739336e-02,-1.540721e-01,+1.564884e-01,-7.991840e+01,
+5.040000e+04,+2.719496e-02,-1.534953e-01,+1.558858e-01,-7.995309e+01,
+5.060000e+04,+2.700011e-02,-1.529286e-01,+1.552938e-01,-7.998740e+01,
+5.080000e+04,+2.680845e-02,-1.523738e-01,+1.547141e-01,-8.002157e+01,
+5.100000e+04,+2.661901e-02,-1.518222e-01,+1.541381e-01,-8.005540e+01,
+5.120000e+04,+2.642972e-02,-1.512625e-01,+1.535541e-01,-8.008890e+01,
+5.140000e+04,+2.624448e-02,-1.507169e-01,+1.529848e-01,-8.012206e+01,
+5.160000e+04,+2.605924e-02,-1.501650e-01,+1.524093e-01,-8.015508e+01,
+5.180000e+04,+2.587588e-02,-1.496159e-01,+1.518370e-01,-8.018783e+01,
+5.200000e+04,+2.569673e-02,-1.490828e-01,+1.512812e-01,-8.022028e+01,
+5.220000e+04,+2.551915e-02,-1.485526e-01,+1.507286e-01,-8.025256e+01,
+5.240000e+04,+2.534364e-02,-1.480273e-01,+1.501812e-01,-8.028462e+01,
+5.260000e+04,+2.516779e-02,-1.474929e-01,+1.496248e-01,-8.031647e+01,
+5.280000e+04,+2.499652e-02,-1.469758e-01,+1.490862e-01,-8.034792e+01,
+5.300000e+04,+2.482426e-02,-1.464462e-01,+1.485353e-01,-8.037918e+01,
+5.320000e+04,+2.465717e-02,-1.459417e-01,+1.480100e-01,-8.041031e+01,
+5.340000e+04,+2.448718e-02,-1.454116e-01,+1.474590e-01,-8.044112e+01,
+5.360000e+04,+2.432130e-02,-1.448999e-01,+1.469268e-01,-8.047177e+01,
+5.380000e+04,+2.415698e-02,-1.443896e-01,+1.463964e-01,-8.050214e+01,
+5.400000e+04,+2.399448e-02,-1.438845e-01,+1.458715e-01,-8.053236e+01,
+5.420000e+04,+2.383641e-02,-1.433991e-01,+1.453667e-01,-8.056233e+01,
+5.440000e+04,+2.367717e-02,-1.429002e-01,+1.448485e-01,-8.059211e+01,
+5.460000e+04,+2.351964e-02,-1.424045e-01,+1.443337e-01,-8.062164e+01,
+5.480000e+04,+2.336368e-02,-1.419118e-01,+1.438221e-01,-8.065096e+01,
+5.500000e+04,+2.320956e-02,-1.414255e-01,+1.433173e-01,-8.068017e+01,
+5.520000e+04,+2.305763e-02,-1.409443e-01,+1.428179e-01,-8.070906e+01,
+5.540000e+04,+2.290546e-02,-1.404559e-01,+1.423113e-01,-8.073777e+01,
+5.560000e+04,+2.275778e-02,-1.399883e-01,+1.418261e-01,-8.076624e+01,
+5.580000e+04,+2.261155e-02,-1.395240e-01,+1.413444e-01,-8.079456e+01,
+5.600000e+04,+2.246301e-02,-1.390396e-01,+1.408424e-01,-8.082268e+01,
+5.620000e+04,+2.231916e-02,-1.385779e-01,+1.403638e-01,-8.085059e+01,
+5.640000e+04,+2.217637e-02,-1.381158e-01,+1.398849e-01,-8.087824e+01,
+5.660000e+04,+2.203307e-02,-1.376471e-01,+1.393993e-01,-8.090585e+01,
+5.680000e+04,+2.189267e-02,-1.371882e-01,+1.389241e-01,-8.093311e+01,
+5.700000e+04,+2.175420e-02,-1.367395e-01,+1.384591e-01,-8.096043e+01,
+5.720000e+04,+2.161547e-02,-1.362796e-01,+1.379832e-01,-8.098732e+01,
+5.740000e+04,+2.148055e-02,-1.358386e-01,+1.375265e-01,-8.101406e+01,
+5.760000e+04,+2.134552e-02,-1.353925e-01,+1.370648e-01,-8.104068e+01,
+5.780000e+04,+2.121146e-02,-1.349484e-01,+1.366053e-01,-8.106722e+01,
+5.800000e+04,+2.107907e-02,-1.345057e-01,+1.361474e-01,-8.109332e+01,
+5.820000e+04,+2.094299e-02,-1.340390e-01,+1.356652e-01,-8.111958e+01,
+5.840000e+04,+2.081543e-02,-1.336194e-01,+1.352310e-01,-8.114554e+01,
+5.860000e+04,+2.068632e-02,-1.331833e-01,+1.347802e-01,-8.117123e+01,
+5.880000e+04,+2.056077e-02,-1.327670e-01,+1.343496e-01,-8.119690e+01,
+5.900000e+04,+2.043481e-02,-1.323393e-01,+1.339077e-01,-8.122215e+01,
+5.920000e+04,+2.031004e-02,-1.319154e-01,+1.334697e-01,-8.124731e+01,
+5.940000e+04,+2.018561e-02,-1.314914e-01,+1.330317e-01,-8.127249e+01,
+5.960000e+04,+2.006196e-02,-1.310672e-01,+1.325937e-01,-8.129749e+01,
+5.980000e+04,+1.994220e-02,-1.306563e-01,+1.321695e-01,-8.132186e+01,
+6.000000e+04,+1.982066e-02,-1.302345e-01,+1.317341e-01,-8.134644e+01,
+6.020000e+04,+1.970209e-02,-1.298294e-01,+1.313158e-01,-8.137099e+01,
+6.040000e+04,+1.958427e-02,-1.294200e-01,+1.308934e-01,-8.139509e+01,
