f,X,Y,R,T
1380,0.9729529023170471,-0.18613269925117493,0.9905971884727478,-10.830225944519043
1390,0.9724757075309753,-0.18728692829608917,0.9903460741043091,-10.901001930236816
1400,0.9720751643180847,-0.18845482170581818,0.990174412727356,-10.9717435836792
1410,0.9716317653656006,-0.189611554145813,0.9899599552154541,-11.042350769042969
1420,0.9712013602256775,-0.19077281653881073,0.9897607564926147,-11.113103866577148
1430,0.9706438183784485,-0.1919044405221939,0.9894325137138367,-11.183627128601074
1440,0.9701666235923767,-0.19304902851581573,0.9891871213912964,-11.254027366638184
1450,0.9696320295333862,-0.19418570399284363,0.9888853430747986,-11.324663162231445
1460,0.9692281484603882,-0.19534344971179962,0.9887174963951111,-11.395044326782227
1470,0.9687542915344238,-0.19649063050746918,0.9884803295135498,-11.465655326843262
1480,0.9682958126068115,-0.1976388692855835,0.98826003074646,-11.53618049621582
1490,0.9678557515144348,-0.1987878680229187,0.988059401512146,-11.6065673828125
1500,0.967366635799408,-0.1999252736568451,0.9878098368644714,-11.676898002624512
1510,0.9669174551963806,-0.20106767117977142,0.9876019358634949,-11.747077941894531
1520,0.9664136171340942,-0.2022014707326889,0.9873402118682861,-11.817445755004883
1530,0.9658961892127991,-0.20332787930965424,0.9870651960372925,-11.88759708404541
1540,0.9654977321624756,-0.20447973906993866,0.9869133234024048,-11.957799911499023
1550,0.9649737477302551,-0.20560353994369507,0.9866342544555664,-12.027949333190918
1560,0.9644483923912048,-0.20672395825386047,0.9863545894622803,-12.097963333129883
1570,0.9639665484428406,-0.2078569382429123,0.9861217141151428,-12.168196678161621
1580,0.9634456634521484,-0.20897728204727173,0.9858493804931641,-12.238227844238281
1590,0.9629443287849426,-0.21010072529315948,0.9855983257293701,-12.30823040008545
1600,0.9624530076980591,-0.21122635900974274,0.9853590130805969,-12.378267288208008
1610,0.9619376063346863,-0.21234221756458282,0.9850955009460449,-12.448086738586426
1620,0.9613884091377258,-0.2134515792131424,0.9847990870475769,-12.517999649047852
1630,0.9608764052391052,-0.2145661562681198,0.9845415353775024,-12.587779998779297
1640,0.9603787660598755,-0.21568478643894196,0.9843003749847412,-12.65764045715332
1650,0.9598807692527771,-0.21680264174938202,0.9840601682662964,-12.727499961853027
1660,0.9593904614448547,-0.2179192304611206,0.9838286638259888,-12.797221183776855
1670,0.9588361382484436,-0.21902036666870117,0.983532726764679,-12.866927146911621
1680,0.9583780169487,-0.220143124461174,0.983336865901947,-12.93664836883545
1690,0.9578087329864502,-0.22123795747756958,0.9830278754234314,-13.006268501281738
1700,0.9572622179985046,-0.22233526408672333,0.9827430248260498,-13.075776100158691
1710,0.956739604473114,-0.2234380841255188,0.9824842810630798,-13.14531421661377
1720,0.9562572836875916,-0.22454644739627838,0.9822672605514526,-13.214670181274414
1730,0.9556595087051392,-0.22563250362873077,0.9819343686103821,-13.28433609008789
1740,0.9551219940185547,-0.2267267405986786,0.9816634058952332,-13.353703498840332
1750,0.954593300819397,-0.2278214395046234,0.9814025163650513,-13.423012733459473
1760,0.9540530443191528,-0.22891376912593842,0.981131374835968,-13.492383003234863
1770,0.9535133242607117,-0.23000556230545044,0.9808619022369385,-13.56175422668457
1780,0.9529568552970886,-0.2310912162065506,0.9805763363838196,-13.631048202514648
1790,0.9524410367012024,-0.23218320310115814,0.9803330302238464,-13.700175285339355
1800,0.9519773125648499,-0.23328739404678345,0.9801447987556458,-13.769305229187012
1810,0.9513909220695496,-0.23436199128627777,0.9798318147659302,-13.838499069213867
1820,0.9507988691329956,-0.235432967543602,0.9795137047767639,-13.907610893249512
1830,0.9502567052841187,-0.23651520907878876,0.9792482852935791,-13.976701736450195
1840,0.9496914148330688,-0.23758836090564728,0.9789596796035767,-14.045639991760254
1850,0.9490786194801331,-0.23864877223968506,0.9786231517791748,-14.114575386047363
1860,0.9485082626342773,-0.23971962928771973,0.978331983089447,-14.183542251586914
1870,0.9479615092277527,-0.24079273641109467,0.9780654907226562,-14.252338409423828
1880,0.9474110007286072,-0.24186484515666962,0.9777965545654297,-14.321167945861816
1890,0.9468961954116821,-0.24294549226760864,0.9775658249855042,-14.390000343322754
1900,0.9462428689002991,-0.24398855865001678,0.9771929383277893,-14.458760261535645
1910,0.9456919431686401,-0.24505652487277985,0.9769268035888672,-14.527481079101562
1920,0.9450199604034424,-0.2460915893316269,0.9765366315841675,-14.596158027648926
1930,0.9444845914840698,-0.24715839326381683,0.9762880802154541,-14.66466236114502
1940,0.9438903331756592,-0.24821044504642487,0.9759802222251892,-14.733245849609375
1950,0.943302571773529,-0.24926267564296722,0.9756800532341003,-14.801782608032227
1960,0.9427322149276733,-0.25031912326812744,0.9753991961479187,-14.870338439941406
1970,0.942177951335907,-0.2513777017593384,0.9751359224319458,-14.938814163208008
1980,0.941534161567688,-0.25240981578826904,0.9747806787490845,-15.007182121276855
1990,0.9410054087638855,-0.2534716725349426,0.9745456576347351,-15.07552719116211
2000,0.9403519034385681,-0.2544975280761719,0.9741820693016052,-15.14378547668457
2010,0.939786970615387,-0.2555490732192993,0.9739121198654175,-15.212182998657227
2020,0.9391230344772339,-0.2565668821334839,0.9735391736030579,-15.280237197875977
2030,0.9385824799537659,-0.2576223313808441,0.9732966423034668,-15.348560333251953
2040,0.9379399418830872,-0.25864487886428833,0.9729483127593994,-15.416645050048828
2050,0.9372905492782593,-0.25966185331344604,0.972593367099762,-15.484569549560547
2060,0.936705470085144,-0.2606995105743408,0.9723072648048401,-15.55270004272461
2070,0.936091959476471,-0.26172682642936707,0.9719923734664917,-15.620737075805664
2080,0.9354678392410278,-0.26274821162223816,0.9716669321060181,-15.68864917755127
2090,0.9348694682121277,-0.2637762427330017,0.9713695645332336,-15.756572723388672
2100,0.9342554807662964,-0.2647972106933594,0.9710566401481628,-15.82438850402832
2110,0.9336721897125244,-0.2658252716064453,0.970776379108429,-15.892152786254883
2120,0.9329937696456909,-0.26682475209236145,0.9703983068466187,-15.959878921508789
2130,0.9323287606239319,-0.2678283751010895,0.9700354933738708,-16.027673721313477
2140,0.9317320585250854,-0.2688469886779785,0.9697439670562744,-16.09524917602539
2150,0.9311034083366394,-0.2698565125465393,0.9694205522537231,-16.162878036499023
2160,0.93048495054245,-0.2708677649497986,0.9691086411476135,-16.23048210144043
2170,0.9298055768013,-0.27185899019241333,0.9687340259552002,-16.298002243041992
2180,0.9291950464248657,-0.2728693187236786,0.9684323668479919,-16.365510940551758
2190,0.9285247325897217,-0.2738597095012665,0.9680688381195068,-16.432933807373047
2200,0.9278584122657776,-0.27485156059265137,0.9677110314369202,-16.50041961669922
2210,0.9272767901420593,-0.2758636474609375,0.9674414992332458,-16.567670822143555
2220,0.9266397953033447,-0.2768594026565552,0.967115581035614,-16.634979248046875
2230,0.9260254502296448,-0.2778605818748474,0.9668141603469849,-16.70224952697754
2240,0.925392210483551,-0.27885472774505615,0.9664940237998962,-16.769487380981445
2250,0.9247517585754395,-0.27984368801116943,0.9661668539047241,-16.83659553527832
2260,0.9241269826889038,-0.2808363735675812,0.9658569693565369,-16.90369415283203
2270,0.9234696626663208,-0.28181901574134827,0.9655144810676575,-16.970829010009766
2280,0.9228538870811462,-0.2828090786933899,0.9652151465415955,-17.03771209716797
2290,0.9221643209457397,-0.28377819061279297,0.9648404121398926,-17.104732513427734
2300,0.9214966297149658,-0.2847486734390259,0.9644883275032043,-17.17150115966797
2310,0.9208205342292786,-0.28571879863739014,0.9641295075416565,-17.23844337463379
2320,0.9201976656913757,-0.28670185804367065,0.963826596736908,-17.305233001708984
2330,0.9195228219032288,-0.28766804933547974,0.9634703397750854,-17.372026443481445
2340,0.9188627600669861,-0.2886354327201843,0.9631298780441284,-17.438674926757812
2350,0.9181936383247375,-0.2895995080471039,0.9627811312675476,-17.505342483520508
2360,0.9175208210945129,-0.29055991768836975,0.9624289870262146,-17.57192039489746
2370,0.916862964630127,-0.2915240526199341,0.9620935916900635,-17.638486862182617
2380,0.9161338210105896,-0.29246240854263306,0.9616836309432983,-17.704925537109375
2390,0.9154500365257263,-0.2934161126613617,0.9613229632377625,-17.77147102355957
2400,0.9147332310676575,-0.2943542003631592,0.9609273076057434,-17.83778190612793
2410,0.9140519499778748,-0.2953054904937744,0.9605708122253418,-17.90424346923828
2420,0.9133498668670654,-0.29624512791633606,0.9601922631263733,-17.970476150512695
2430,0.9127415418624878,-0.2972138822078705,0.9599131345748901,-18.036684036254883
2440,0.912044107913971,-0.29815399646759033,0.9595416188240051,-18.102951049804688
2450,0.911358654499054,-0.29909494519233704,0.9591832160949707,-18.169097900390625
2460,0.9107263684272766,-0.3000519871711731,0.9588814377784729,-18.235212326049805
2470,0.9100379347801208,-0.30098778009414673,0.9585210680961609,-18.301219940185547
2480,0.909303605556488,-0.3019082844257355,0.9581135511398315,-18.367271423339844
2490,0.908683717250824,-0.3028641939163208,0.9578271508216858,-18.4332218170166
2500,0.9080344438552856,-0.30380940437316895,0.9575106501579285,-18.499164581298828
2510,0.9073567390441895,-0.30474281311035156,0.9571647644042969,-18.56502342224121
2520,0.9066222310066223,-0.3056557774543762,0.9567598104476929,-18.630859375
2530,0.905932605266571,-0.306580513715744,0.9564023017883301,-18.696550369262695
2540,0.9053289890289307,-0.3075334131717682,0.9561366438865662,-18.762235641479492
2550,0.9046223759651184,-0.3084511160850525,0.9557634592056274,-18.82794952392578
2560,0.9038848280906677,-0.3093540072441101,0.9553573131561279,-18.893478393554688
2570,0.9031885862350464,-0.31027042865753174,0.9549960494041443,-18.959022521972656
2580,0.9024777412414551,-0.3111799955368042,0.954619824886322,-19.02451515197754
2590,0.9017747044563293,-0.3120889365673065,0.9542521238327026,-19.089868545532227
2600,0.9010647535324097,-0.3129960000514984,0.9538784623146057,-19.155302047729492
2610,0.9003192782402039,-0.3138866722583771,0.9534671902656555,-19.22056007385254
2620,0.8996270895004272,-0.31479477882385254,0.9531131386756897,-19.285808563232422
2630,0.8989288210868835,-0.31570136547088623,0.9527540802955627,-19.351137161254883
2640,0.8982422351837158,-0.31660783290863037,0.9524072408676147,-19.41627311706543
2650,0.8975614905357361,-0.31751519441604614,0.952067494392395,-19.48139190673828
2660,0.8968504667282104,-0.3184102773666382,0.9516963362693787,-19.54646873474121
2670,0.8960618376731873,-0.31927573680877686,0.9512433409690857,-19.611488342285156
2680,0.8953625559806824,-0.3201698958873749,0.9508853554725647,-19.67638397216797
2690,0.8945791721343994,-0.3210337460041046,0.9504391551017761,-19.741317749023438
2700,0.8938785791397095,-0.32192370295524597,0.950080931186676,-19.806106567382812
2710,0.8931453824043274,-0.3228032886981964,0.9496898055076599,-19.871021270751953
2720,0.8923960328102112,-0.3236732482910156,0.9492812752723694,-19.935775756835938
2730,0.8916913270950317,-0.3245558738708496,0.9489203691482544,-20.000381469726562
2740,0.8909782767295837,-0.3254358768463135,0.9485519528388977,-20.065061569213867
2750,0.8901973962783813,-0.32628875970840454,0.9481117129325867,-20.129667282104492
2760,0.8894972801208496,-0.3271677494049072,0.9477574229240417,-20.194124221801758
2770,0.8887676000595093,-0.32803502678871155,0.947372555732727,-20.258586883544922
2780,0.888057291507721,-0.3289097249507904,0.9470096230506897,-20.3231143951416
2790,0.8873744606971741,-0.32978957891464233,0.9466755390167236,-20.387405395507812
2800,0.8866114616394043,-0.3306390047073364,0.9462568163871765,-20.451709747314453
2810,0.8859015703201294,-0.33150649070739746,0.9458953738212585,-20.51597023010254
2820,0.8851173520088196,-0.3323429226875305,0.9454546570777893,-20.58009910583496
2830,0.8843771815299988,-0.3331950604915619,0.9450619220733643,-20.644237518310547
2840,0.8836457133293152,-0.3340494632720947,0.9446792006492615,-20.708372116088867
2850,0.8828881978988647,-0.33489108085632324,0.9442687630653381,-20.77239418029785
2860,0.8821597695350647,-0.33574265241622925,0.943890392780304,-20.836408615112305
2870,0.8814148306846619,-0.3365851640701294,0.9434943795204163,-20.90031623840332
2880,0.8806899785995483,-0.3374335765838623,0.9431204199790955,-20.964174270629883
2890,0.879941463470459,-0.33826974034309387,0.9427212476730347,-21.027908325195312
2900,0.8792200088500977,-0.3391166627407074,0.9423523545265198,-21.091711044311523
2910,0.8784722685813904,-0.3399507701396942,0.9419555068016052,-21.155414581298828
2920,0.8776841163635254,-0.3407672643661499,0.9415156841278076,-21.21906280517578
2930,0.8769294023513794,-0.3415941298007965,0.9411119818687439,-21.282623291015625
2940,0.8761115670204163,-0.34239479899406433,0.9406411051750183,-21.346147537231445
2950,0.8754076361656189,-0.3432389497756958,0.9402932524681091,-21.409669876098633
2960,0.8746488690376282,-0.34405869245529175,0.9398866891860962,-21.47307777404785
2970,0.8738833069801331,-0.34487372636795044,0.9394732713699341,-21.53642463684082
2980,0.8731284737586975,-0.345691978931427,0.9390720129013062,-21.599769592285156
2990,0.8723278045654297,-0.346489816904068,0.9386218190193176,-21.663043975830078
3000,0.8716443181037903,-0.347331702709198,0.9382979869842529,-21.726228713989258
3010,0.8708955645561218,-0.34814515709877014,0.9379040598869324,-21.789323806762695
3020,0.8701320886611938,-0.34895312786102295,0.9374956488609314,-21.852495193481445
3030,0.8693846464157104,-0.3497634530067444,0.9371041655540466,-21.915491104125977
3040,0.8686173558235168,-0.3505650460720062,0.9366919994354248,-21.978498458862305
3050,0.8678687214851379,-0.351370245218277,0.936299741268158,-22.04133415222168
3060,0.8670614361763,-0.35215097665786743,0.9358450174331665,-22.104188919067383
3070,0.8662636876106262,-0.35293418169021606,0.935401201248169,-22.167022705078125
3080,0.8655810952186584,-0.3537614941596985,0.9350816607475281,-22.22974967956543
3090,0.8647940158843994,-0.354544460773468,0.9346499443054199,-22.29243278503418
3100,0.8639719486236572,-0.3553125858306885,0.934181272983551,-22.355148315429688
3110,0.8632258772850037,-0.3561083674430847,0.9337944388389587,-22.41771697998047
3120,0.8624516129493713,-0.3568900525569916,0.9333773851394653,-22.480201721191406
3130,0.861705482006073,-0.35768213868141174,0.9329912662506104,-22.54266929626465
3140,0.8608884215354919,-0.3584430515766144,0.9325290322303772,-22.605091094970703
3150,0.8601165413856506,-0.359218955039978,0.9321151375770569,-22.6673583984375
3160,0.8593717813491821,-0.3600068986415863,0.9317322373390198,-22.729721069335938
3170,0.8585538268089294,-0.3607596755027771,0.9312691688537598,-22.791881561279297
3180,0.8578391671180725,-0.3615548610687256,0.93091881275177,-22.854040145874023
3190,0.8570494055747986,-0.36231741309165955,0.9304878115653992,-22.91619873046875
3200,0.8562496304512024,-0.3630730211734772,0.9300459027290344,-22.978260040283203
3210,0.8554505705833435,-0.3638264536857605,0.9296048879623413,-23.040239334106445
3220,0.8546790480613708,-0.36458852887153625,0.9291937947273254,-23.102096557617188
3230,0.8538694977760315,-0.3653348386287689,0.928742527961731,-23.164045333862305
3240,0.8530891537666321,-0.36609137058258057,0.9283231496810913,-23.22591781616211
3250,0.8523254990577698,-0.3668525815010071,0.9279221892356873,-23.28770637512207
3260,0.8514836430549622,-0.36757588386535645,0.9274353981018066,-23.34930992126465
3270,0.8507375717163086,-0.3683404326438904,0.9270539879798889,-23.410968780517578
3280,0.8499810099601746,-0.36909961700439453,0.9266618490219116,-23.472633361816406
3290,0.8491788506507874,-0.3698357343673706,0.9262198209762573,-23.53416633605957
3300,0.8484621644020081,-0.3706066906452179,0.9258711338043213,-23.59561538696289
3310,0.8476448655128479,-0.3713323175907135,0.9254131317138672,-23.65703773498535
3320,0.8468144536018372,-0.372048944234848,0.9249406456947327,-23.718341827392578
3330,0.8460347652435303,-0.3727869689464569,0.9245242476463318,-23.779651641845703
3340,0.8452393412590027,-0.3735159635543823,0.9240908026695251,-23.840900421142578
3350,0.8445213437080383,-0.37427806854248047,0.9237426519393921,-23.902137756347656
3360,0.8436687588691711,-0.3749767243862152,0.9232468008995056,-23.963214874267578
3370,0.842836856842041,-0.3756828010082245,0.9227738380432129,-24.024255752563477
3380,0.8420672416687012,-0.3764144480228424,0.9223693013191223,-24.08523178100586
3390,0.8412538766860962,-0.37712445855140686,0.9219169616699219,-24.146146774291992
3400,0.8404468894004822,-0.37783700227737427,0.9214726686477661,-24.20709991455078
3410,0.8396688103675842,-0.3785591721534729,0.9210595488548279,-24.267921447753906
3420,0.8388965725898743,-0.379281610250473,0.9206530451774597,-24.328657150268555
3430,0.838066816329956,-0.37997791171073914,0.920184314250946,-24.389448165893555
3440,0.8373005986213684,-0.38069966435432434,0.9197850227355957,-24.450105667114258
3450,0.8365168571472168,-0.38141104578971863,0.9193665385246277,-24.51068115234375
3460,0.8356707096099854,-0.38209259510040283,0.9188798666000366,-24.571237564086914
3470,0.8348855376243591,-0.3827984035015106,0.9184598326683044,-24.631649017333984
3480,0.8340786099433899,-0.38349393010139465,0.9180167317390442,-24.692096710205078
3490,0.8332951664924622,-0.3841966688632965,0.9175989627838135,-24.752397537231445
3500,0.8324612975120544,-0.384875625371933,0.9171265363693237,-24.812732696533203
3510,0.8316537141799927,-0.3855637013912201,0.9166827201843262,-24.872949600219727
3520,0.8308232426643372,-0.38623833656311035,0.9162135124206543,-24.933069229125977
3530,0.8300619721412659,-0.3869440257549286,0.9158211946487427,-24.993183135986328
