Barrido en f -> f_inicial:1000, f_final:500000, step: 1000
Parametros -> N:32, Modo:1,	Fuente:1
Formato -> f,x,y,r,phi
66999.945312,91182038.801298,-51612295.755863,0.799401,-29.646706
67999.960938,90504485.621759,-51966129.727369,0.796247,-30.000838
68999.976562,89850810.389823,-52321092.016171,0.793286,-30.352683
69999.992188,89178841.741689,-52651474.396544,0.790138,-30.699688
70999.937500,88534060.786998,-53022898.944753,0.787358,-31.061295
71999.953125,87857054.039595,-53310218.899438,0.784066,-31.394747
72999.968750,87204299.184307,-53636996.119982,0.781116,-31.742747
73999.984375,86558481.186633,-53976080.733811,0.778289,-32.096117
74999.929688,85899584.889384,-54239475.579330,0.775099,-32.421041
75999.945312,85255729.617577,-54562671.243943,0.772276,-32.772622
76999.960938,84599841.061116,-54816973.101059,0.769119,-33.097695
77999.976562,83963670.005607,-55106428.774500,0.766260,-33.434859
79000.000000,83320818.597778,-55374152.461975,0.763293,-33.767551
79999.937500,82651504.920000,-55577891.513500,0.759911,-34.079559
80999.953125,82012495.355859,-55792309.879018,0.756789,-34.390922
81999.968750,81347441.747374,-56002858.701512,0.753509,-34.711638
82999.992188,80729825.169865,-56226652.179720,0.750607,-35.024348
83999.929688,80122799.714361,-56500092.598057,0.748012,-35.359641
84999.945312,79465647.577955,-56644279.703851,0.744558,-35.654062
85999.968750,78852189.966138,-56857435.305026,0.741702,-35.967715
86999.984375,78208081.116336,-56995192.696929,0.738340,-36.259955
88000.000000,77628348.850385,-57245092.726623,0.735900,-36.584315
88999.945312,76971494.565072,-57337853.577864,0.732295,-36.863193
89999.960938,76390702.604782,-57576550.475105,0.729841,-37.187285
90999.976562,75761490.384134,-57666874.729883,0.726430,-37.461914
91999.992188,75157488.868315,-57848932.920932,0.723615,-37.772142
92999.937500,74584749.245058,-58041399.260756,0.721058,-38.078140
93999.953125,73953178.261674,-58062283.238179,0.717360,-38.326322
94999.968750,73365851.073931,-58253178.768409,0.714745,-38.641792
95999.984375,72780568.692169,-58371944.174917,0.711820,-38.924264
96999.929688,72174706.424068,-58451490.493483,0.708602,-39.198274
97999.945312,71620824.831547,-58574313.913936,0.705915,-39.475164
98999.960938,71040382.083540,-58661764.860458,0.702918,-39.747744
99999.976562,70458277.032188,-58738097.300938,0.699872,-40.018006
100999.992188,69886655.799558,-58843838.340909,0.697047,-40.300525
101999.937500,69311236.527893,-58915847.625438,0.694050,-40.570725
102999.953125,68774831.727946,-59029797.547328,0.691502,-40.847347
103999.968750,68194782.482613,-59030570.762431,0.688154,-41.089864
104999.992188,67628850.284121,-59062886.914042,0.685058,-41.344011
105999.929688,67098446.938059,-59148030.450812,0.682444,-41.610831
106999.945312,66530976.229689,-59170288.795720,0.679315,-41.865351
107999.968750,66001928.642929,-59238042.305096,0.676649,-42.127548
108999.984375,65467550.163488,-59265409.266689,0.673761,-42.374747
110000.000000,64927715.997594,-59310609.917497,0.670946,-42.635080
110999.945312,64393854.419355,-59331001.173084,0.668049,-42.880550
111999.960938,63880499.892895,-59367261.282114,0.665363,-43.129118
112999.976562,63353482.193856,-59358507.682910,0.662377,-43.364227
113999.992188,62840328.838974,-59383110.253295,0.659654,-43.611257
114999.937500,62322693.909450,-59370761.349982,0.656725,-43.844622
115999.953125,61816205.460312,-59367009.955419,0.653912,-44.076358
116999.968750,61317850.152102,-59407314.835101,0.651389,-44.330276
117999.984375,60820218.346608,-59387466.360619,0.648562,-44.556871
118999.929688,60325198.268873,-59392007.818520,0.645889,-44.793144
119999.945312,59830062.807649,-59354361.643045,0.643000,-45.013948
120999.960938,59364100.414902,-59411301.801815,0.640789,-45.268352
121999.976562,58871923.827297,-59335650.074342,0.637730,-45.473373
122999.992188,58389939.522675,-59286340.077633,0.634877,-45.685053
123999.937500,57942199.952713,-59346790.274031,0.632815,-45.937819
124999.953125,57455161.101562,-59256893.340234,0.629732,-46.136142
125999.968750,56985255.720079,-59203455.387008,0.626948,-46.348610
126999.992188,56532554.048016,-59171171.158730,0.624379,-46.564547
127999.929688,56078294.481200,-59153626.502800,0.621893,-46.786911
128999.945312,55639227.586694,-59166325.211290,0.619664,-47.021202
129999.968750,55174790.678310,-59019613.193745,0.616423,-47.193290
130999.984375,54730183.950061,-58984694.068359,0.613917,-47.407584
132000.000000,54304671.702145,-58984201.942244,0.611710,-47.633773
132999.937500,53870045.874480,-58922404.423109,0.609121,-47.833213
133999.953125,53439245.213149,-58854328.181323,0.606523,-48.032879
134999.968750,53015623.735021,-58828025.295781,0.604206,-48.247003
136000.000000,52601226.325967,-58738227.217595,0.601584,-48.430724
136999.937500,52166788.116438,-58645908.339469,0.598851,-48.625828
137999.953125,51757791.368262,-58589551.264769,0.596459,-48.822351
138999.968750,51331785.216240,-58465496.826314,0.593601,-49.000910
139999.984375,50921002.240157,-58428948.559055,0.591328,-49.211292
140999.921875,50523168.210132,-58338880.721145,0.588818,-49.394059
141999.937500,50121098.545697,-58275486.184561,0.586448,-49.589687
142999.968750,49734697.137176,-58223822.159517,0.584230,-49.787833
143999.984375,49335993.586595,-58081850.257760,0.581433,-49.946437
145000.000000,48961650.010421,-58065520.038967,0.579493,-50.157962
145999.937500,48582180.884124,-57985918.976734,0.577165,-50.338827
146999.953125,48219464.862132,-57996737.547794,0.575455,-50.555318
147999.968750,47825823.022664,-57841847.923219,0.572628,-50.715198
148999.984375,47456282.338612,-57796054.101537,0.570566,-50.911047
149999.937500,47082253.899672,-57678481.480075,0.568064,-51.080615
150999.953125,46715349.739972,-57560775.410571,0.565600,-51.242771
151999.968750,46354439.505938,-57482666.739667,0.563405,-51.426687
152999.984375,45990836.746654,-57325493.825048,0.560732,-51.570432
154000.000000,45635465.005775,-57254844.764196,0.558618,-51.757570
154999.937500,45287701.029554,-57222875.644864,0.556776,-51.955448
155999.953125,44942765.953194,-57101460.375914,0.554419,-52.109306
156999.968750,44590656.352797,-56998606.096663,0.552143,-52.282975
158000.000000,44262357.882469,-56903538.929877,0.550030,-52.441931
158999.937500,43905419.829111,-56723139.483358,0.547274,-52.583636
159999.953125,43576353.049000,-56664799.162000,0.545388,-52.763595
160999.968750,43244770.553095,-56605691.226472,0.543491,-52.946034
161999.984375,42909616.466329,-56474033.305316,0.541142,-53.101913
162999.921875,42600946.283749,-56359332.984717,0.539022,-53.244962
163999.937500,42259925.706455,-56164168.205943,0.536266,-53.376270
164999.968750,41967885.435276,-56174790.893760,0.534995,-53.572173
165999.984375,41630283.626037,-55992108.277490,0.532338,-53.704486
167000.000000,41325937.042797,-55925552.569415,0.530547,-53.878669
167999.937500,41016108.150210,-55881345.003676,0.528874,-54.062920
168999.953125,40712076.828843,-55738305.665082,0.526623,-54.196120
