Barrido en f -> f_inicial:1000, f_final:500000, step: 1000
Parametros -> N:32, Modo:1,	Fuente:1
Formato -> f,x,y,r,phi
48999.933594,102786052.660337,-43022548.358499,0.850144,-22.713104
49999.953125,102138183.854687,-43586256.887656,0.847266,-23.110472
50999.968750,101515996.724737,-44183669.753267,0.844710,-23.521223
51999.984375,100850358.870816,-44720398.012025,0.841708,-23.914794
52999.929688,100211622.864028,-45272049.866346,0.838979,-24.312479
53999.945312,99554524.707729,-45810536.400607,0.836122,-24.710500
54999.960938,98919805.358199,-46351563.397731,0.833468,-25.107457
55999.980469,98255111.072979,-46860060.521526,0.830541,-25.498271
56999.996094,97604254.047738,-47353726.690417,0.827699,-25.881592
57999.937500,96921920.047119,-47802651.359369,0.824528,-26.253651
58999.957031,96279101.166298,-48303182.063606,0.821837,-26.643686
59999.972656,95615219.588787,-48785361.722670,0.818979,-27.032650
60999.988281,94950409.609226,-49222416.721693,0.815993,-27.403091
61999.933594,94305557.578183,-49675271.728541,0.813233,-27.778752
62999.949219,93626043.582398,-50095241.187045,0.810156,-28.150137
63999.964844,92961916.063800,-50502128.313000,0.807169,-28.514132
64999.984375,92285279.945359,-50896520.549259,0.804086,-28.878153
66000.000000,91638809.476485,-51309557.435850,0.801305,-29.245797
66999.945312,90971452.618719,-51676450.765913,0.798245,-29.599670
67999.960938,90293187.050574,-52027389.369103,0.795083,-29.951646
68999.976562,89632958.487710,-52376331.580854,0.792062,-30.300446
69999.992188,88967338.617235,-52709698.910761,0.788975,-30.646001
70999.937500,88306533.383847,-53069140.865764,0.786051,-31.005311
71999.953125,87637363.521485,-53368757.680990,0.782866,-31.341196
72999.968750,86987543.748859,-53691189.180201,0.779925,-31.685001
73999.984375,86334494.444496,-54022690.756244,0.777028,-32.036685
74999.929688,85665176.436138,-54283833.535271,0.773768,-32.362345
75999.945312,85018870.552732,-54602130.698575,0.770917,-32.710979
76999.960938,84372003.532243,-54852614.830125,0.767809,-33.030003
77999.976562,83735335.034861,-55147723.393710,0.764977,-33.369709
79000.000000,83078308.775309,-55395980.557037,0.761845,-33.696046
79999.937500,82420182.858750,-55612112.251000,0.758593,-34.010079
80999.953125,81775157.913440,-55824141.178183,0.755430,-34.320569
81999.968750,81120208.433513,-56028054.976685,0.752191,-34.633059
82999.992188,80484658.287344,-56250504.719398,0.749177,-34.950624
83999.929688,79887913.233657,-56522741.034130,0.746648,-35.281423
84999.945312,79243299.069854,-56679328.204781,0.743333,-35.575562
85999.968750,78611411.130610,-56872510.890621,0.740280,-35.885435
86999.984375,77972655.431911,-57009369.042675,0.736953,-36.173310
88000.000000,77386696.059956,-57260925.878438,0.734488,-36.500016
88999.945312,76744524.812848,-57375739.343159,0.731080,-36.783609
89999.960938,76148530.318425,-57584436.984248,0.728402,-37.098105
