Datos provenientes de SR865 
F,X,Y,R,T,
+3.030000e+04,+6.826229e-02,-2.435423e-01,+2.529280e-01,-7.434238e+01,
+3.040000e+04,+6.786183e-02,-2.428533e-01,+2.521566e-01,-7.438775e+01,
+3.050000e+04,+6.746614e-02,-2.421694e-01,+2.513916e-01,-7.443266e+01,
+3.060000e+04,+6.707463e-02,-2.414952e-01,+2.506371e-01,-7.447751e+01,
+3.070000e+04,+6.668415e-02,-2.408133e-01,+2.498756e-01,-7.452193e+01,
+3.080000e+04,+6.630500e-02,-2.401658e-01,+2.491504e-01,-7.456622e+01,
+3.090000e+04,+6.591498e-02,-2.394685e-01,+2.483746e-01,-7.461015e+01,
+3.100000e+04,+6.554462e-02,-2.388349e-01,+2.476655e-01,-7.465385e+01,
+3.110000e+04,+6.516489e-02,-2.381572e-01,+2.469116e-01,-7.469721e+01,
+3.120000e+04,+6.478787e-02,-2.374810e-01,+2.461599e-01,-7.474031e+01,
+3.130000e+04,+6.441903e-02,-2.368308e-01,+2.454356e-01,-7.478342e+01,
+3.140000e+04,+6.405560e-02,-2.361864e-01,+2.447185e-01,-7.482594e+01,
+3.150000e+04,+6.368858e-02,-2.355220e-01,+2.439813e-01,-7.486828e+01,
+3.160000e+04,+6.334018e-02,-2.349186e-01,+2.433079e-01,-7.491039e+01,
+3.170000e+04,+6.297801e-02,-2.342540e-01,+2.425720e-01,-7.495212e+01,
+3.180000e+04,+6.262400e-02,-2.336127e-01,+2.418608e-01,-7.499366e+01,
+3.190000e+04,+6.227909e-02,-2.329991e-01,+2.411789e-01,-7.503507e+01,
+3.200000e+04,+6.192717e-02,-2.323506e-01,+2.404616e-01,-7.507617e+01,
+3.210000e+04,+6.158016e-02,-2.317134e-01,+2.397566e-01,-7.511709e+01,
+3.220000e+04,+6.124110e-02,-2.310945e-01,+2.390714e-01,-7.515752e+01,
+3.230000e+04,+6.089190e-02,-2.304326e-01,+2.383422e-01,-7.519791e+01,
+3.240000e+04,+6.055705e-02,-2.298183e-01,+2.376628e-01,-7.523812e+01,
+3.250000e+04,+6.022226e-02,-2.291939e-01,+2.369738e-01,-7.527793e+01,
+3.260000e+04,+5.989682e-02,-2.285979e-01,+2.363147e-01,-7.531752e+01,
+3.270000e+04,+5.957272e-02,-2.280014e-01,+2.356555e-01,-7.535699e+01,
+3.280000e+04,+5.925168e-02,-2.274090e-01,+2.350013e-01,-7.539620e+01,
+3.290000e+04,+5.892474e-02,-2.267887e-01,+2.343186e-01,-7.543532e+01,
+3.300000e+04,+5.860355e-02,-2.261801e-01,+2.336489e-01,-7.547402e+01,
+3.310000e+04,+5.829160e-02,-2.256002e-01,+2.330094e-01,-7.551251e+01,
+3.320000e+04,+5.796992e-02,-2.249777e-01,+2.323263e-01,-7.555092e+01,
+3.330000e+04,+5.765722e-02,-2.243814e-01,+2.316709e-01,-7.558901e+01,
+3.340000e+04,+5.735718e-02,-2.238287e-01,+2.310609e-01,-7.562696e+01,
+3.350000e+04,+5.705151e-02,-2.232478e-01,+2.304224e-01,-7.566473e+01,
+3.360000e+04,+5.674478e-02,-2.226553e-01,+2.297724e-01,-7.570226e+01,
+3.370000e+04,+5.644133e-02,-2.220708e-01,+2.291311e-01,-7.573969e+01,
+3.380000e+04,+5.614265e-02,-2.214952e-01,+2.284997e-01,-7.577672e+01,
+3.390000e+04,+5.584384e-02,-2.209127e-01,+2.278617e-01,-7.581357e+01,
+3.400000e+04,+5.553936e-02,-2.203044e-01,+2.271974e-01,-7.585041e+01,
+3.410000e+04,+5.525286e-02,-2.197573e-01,+2.265969e-01,-7.588684e+01,
+3.420000e+04,+5.496166e-02,-2.191879e-01,+2.259737e-01,-7.592324e+01,
+3.430000e+04,+5.467982e-02,-2.186463e-01,+2.253799e-01,-7.595925e+01,
+3.440000e+04,+5.439321e-02,-2.180812e-01,+2.247622e-01,-7.599519e+01,
+3.450000e+04,+5.411101e-02,-2.175260e-01,+2.241552e-01,-7.603082e+01,
+3.460000e+04,+5.383045e-02,-2.169736e-01,+2.235515e-01,-7.606643e+01,
+3.470000e+04,+5.355464e-02,-2.164322e-01,+2.229597e-01,-7.610172e+01,
+3.480000e+04,+5.327617e-02,-2.158731e-01,+2.223500e-01,-7.613677e+01,
+3.490000e+04,+5.299772e-02,-2.153089e-01,+2.217357e-01,-7.617169e+01,
+3.500000e+04,+5.272553e-02,-2.147662e-01,+2.211436e-01,-7.620657e+01,
+3.510000e+04,+5.245694e-02,-2.142304e-01,+2.205593e-01,-7.624114e+01,
+3.520000e+04,+5.218745e-02,-2.136809e-01,+2.199615e-01,-7.627528e+01,
+3.530000e+04,+5.192239e-02,-2.131488e-01,+2.193818e-01,-7.630956e+01,
+3.540000e+04,+5.165584e-02,-2.126027e-01,+2.187881e-01,-7.634353e+01,
+3.550000e+04,+5.139798e-02,-2.120879e-01,+2.182270e-01,-7.637740e+01,
+3.560000e+04,+5.113783e-02,-2.115566e-01,+2.176494e-01,-7.641102e+01,
+3.570000e+04,+5.088120e-02,-2.110324e-01,+2.170797e-01,-7.644436e+01,
+3.580000e+04,+5.062246e-02,-2.104962e-01,+2.164977e-01,-7.647766e+01,
+3.590000e+04,+5.037160e-02,-2.099902e-01,+2.159471e-01,-7.651099e+01,
+3.600000e+04,+5.011341e-02,-2.094441e-01,+2.153559e-01,-7.654388e+01,
+3.610000e+04,+4.986527e-02,-2.089368e-01,+2.148049e-01,-7.657677e+01,
+3.620000e+04,+4.961869e-02,-2.084289e-01,+2.142536e-01,-7.660938e+01,
+3.630000e+04,+4.937822e-02,-2.079422e-01,+2.137245e-01,-7.664188e+01,
+3.640000e+04,+4.913578e-02,-2.074412e-01,+2.131811e-01,-7.667416e+01,
+3.650000e+04,+4.889416e-02,-2.069377e-01,+2.126354e-01,-7.670625e+01,
+3.660000e+04,+4.865196e-02,-2.064255e-01,+2.120813e-01,-7.673811e+01,
+3.670000e+04,+4.841639e-02,-2.059355e-01,+2.115504e-01,-7.676976e+01,
+3.680000e+04,+4.817682e-02,-2.054288e-01,+2.110023e-01,-7.680160e+01,
+3.690000e+04,+4.794466e-02,-2.049417e-01,+2.104752e-01,-7.683286e+01,
+3.700000e+04,+4.770719e-02,-2.044280e-01,+2.099209e-01,-7.686403e+01,
+3.710000e+04,+4.747644e-02,-2.039414e-01,+2.093947e-01,-7.689526e+01,
+3.720000e+04,+4.724596e-02,-2.034475e-01,+2.088613e-01,-7.692612e+01,
+3.730000e+04,+4.702192e-02,-2.029804e-01,+2.083558e-01,-7.695707e+01,
+3.740000e+04,+4.679053e-02,-2.024749e-01,+2.078111e-01,-7.698777e+01,
+3.750000e+04,+4.656705e-02,-2.019980e-01,+2.072962e-01,-7.701827e+01,
+3.760000e+04,+4.634588e-02,-2.015274e-01,+2.067878e-01,-7.704869e+01,
+3.770000e+04,+4.612109e-02,-2.010300e-01,+2.062528e-01,-7.707859e+01,
+3.780000e+04,+4.589941e-02,-2.005473e-01,+2.057328e-01,-7.710870e+01,
+3.790000e+04,+4.568485e-02,-2.000912e-01,+2.052404e-01,-7.713868e+01,
+3.800000e+04,+4.547062e-02,-1.996280e-01,+2.047411e-01,-7.716827e+01,
+3.810000e+04,+4.525308e-02,-1.991479e-01,+2.042247e-01,-7.719786e+01,
+3.820000e+04,+4.503876e-02,-1.986770e-01,+2.037181e-01,-7.722730e+01,
+3.830000e+04,+4.482426e-02,-1.982001e-01,+2.032055e-01,-7.725655e+01,
+3.840000e+04,+4.461187e-02,-1.977294e-01,+2.026996e-01,-7.728576e+01,
+3.850000e+04,+4.440329e-02,-1.972678e-01,+2.022034e-01,-7.731462e+01,
+3.860000e+04,+4.419422e-02,-1.968028e-01,+2.017039e-01,-7.734356e+01,
+3.870000e+04,+4.398733e-02,-1.963399e-01,+2.012069e-01,-7.737215e+01,
+3.880000e+04,+4.378176e-02,-1.958843e-01,+2.007174e-01,-7.740099e+01,
+3.890000e+04,+4.357791e-02,-1.954276e-01,+2.002273e-01,-7.742941e+01,
+3.900000e+04,+4.337399e-02,-1.949696e-01,+1.997360e-01,-7.745790e+01,
+3.910000e+04,+4.317428e-02,-1.945220e-01,+1.992557e-01,-7.748602e+01,
+3.920000e+04,+4.297214e-02,-1.940602e-01,+1.987611e-01,-7.751406e+01,
+3.930000e+04,+4.277507e-02,-1.936162e-01,+1.982850e-01,-7.754192e+01,
+3.940000e+04,+4.258459e-02,-1.931973e-01,+1.978349e-01,-7.756961e+01,
+3.950000e+04,+4.239171e-02,-1.927657e-01,+1.973719e-01,-7.759732e+01,
+3.960000e+04,+4.219329e-02,-1.923037e-01,+1.968781e-01,-7.762483e+01,
+3.970000e+04,+4.200059e-02,-1.918636e-01,+1.964069e-01,-7.765223e+01,
+3.980000e+04,+4.180818e-02,-1.914179e-01,+1.959305e-01,-7.767933e+01,
+3.990000e+04,+4.162522e-02,-1.910143e-01,+1.954971e-01,-7.770647e+01,
+4.000000e+04,+4.143413e-02,-1.905693e-01,+1.950216e-01,-7.773349e+01,
+4.010000e+04,+4.124844e-02,-1.901442e-01,+1.945668e-01,-7.776033e+01,
+4.020000e+04,+4.106076e-02,-1.897083e-01,+1.941011e-01,-7.778719e+01,
+4.030000e+04,+4.087341e-02,-1.892670e-01,+1.936301e-01,-7.781375e+01,
+4.040000e+04,+4.069062e-02,-1.888448e-01,+1.931788e-01,-7.784031e+01,
+4.050000e+04,+4.051018e-02,-1.884282e-01,+1.927336e-01,-7.786666e+01,
+4.060000e+04,+4.032939e-02,-1.880011e-01,+1.922781e-01,-7.789257e+01,
+4.070000e+04,+4.014967e-02,-1.875853e-01,+1.918339e-01,-7.791901e+01,
+4.080000e+04,+3.996865e-02,-1.871555e-01,+1.913758e-01,-7.794508e+01,
+4.090000e+04,+3.979437e-02,-1.867459e-01,+1.909388e-01,-7.797056e+01,
+4.100000e+04,+3.961748e-02,-1.863289e-01,+1.904941e-01,-7.799645e+01,
+4.110000e+04,+3.944365e-02,-1.859218e-01,+1.900598e-01,-7.802219e+01,
+4.120000e+04,+3.926916e-02,-1.855055e-01,+1.896164e-01,-7.804766e+01,
+4.130000e+04,+3.910121e-02,-1.851178e-01,+1.892023e-01,-7.807310e+01,
+4.140000e+04,+3.892694e-02,-1.846967e-01,+1.887543e-01,-7.809844e+01,
+4.150000e+04,+3.875701e-02,-1.842922e-01,+1.883235e-01,-7.812365e+01,
+4.160000e+04,+3.858713e-02,-1.838835e-01,+1.878886e-01,-7.814869e+01,
+4.170000e+04,+3.841576e-02,-1.834670e-01,+1.874458e-01,-7.817381e+01,
+4.180000e+04,+3.825054e-02,-1.830728e-01,+1.870261e-01,-7.819861e+01,
+4.190000e+04,+3.807971e-02,-1.826551e-01,+1.865823e-01,-7.822372e+01,
+4.200000e+04,+3.791466e-02,-1.822558e-01,+1.861578e-01,-7.824837e+01,
+4.210000e+04,+3.775430e-02,-1.818739e-01,+1.857512e-01,-7.827280e+01,
+4.220000e+04,+3.758953e-02,-1.814690e-01,+1.853212e-01,-7.829724e+01,
+4.230000e+04,+3.743015e-02,-1.810880e-01,+1.849158e-01,-7.832165e+01,
+4.240000e+04,+3.726867e-02,-1.806935e-01,+1.844968e-01,-7.834596e+01,
+4.250000e+04,+3.711131e-02,-1.803124e-01,+1.840918e-01,-7.836996e+01,
+4.260000e+04,+3.695269e-02,-1.799218e-01,+1.836773e-01,-7.839387e+01,
+4.270000e+04,+3.679622e-02,-1.795383e-01,+1.832702e-01,-7.841766e+01,
+4.280000e+04,+3.664297e-02,-1.791660e-01,+1.828747e-01,-7.844128e+01,
+4.290000e+04,+3.648720e-02,-1.787831e-01,+1.824684e-01,-7.846511e+01,
+4.300000e+04,+3.633166e-02,-1.783986e-01,+1.820605e-01,-7.848888e+01,
+4.310000e+04,+3.617907e-02,-1.780148e-01,+1.816540e-01,-7.851188e+01,
+4.320000e+04,+3.602909e-02,-1.776457e-01,+1.812625e-01,-7.853510e+01,
+4.330000e+04,+3.587868e-02,-1.772751e-01,+1.808694e-01,-7.855846e+01,
+4.340000e+04,+3.572906e-02,-1.769013e-01,+1.804734e-01,-7.858148e+01,
+4.350000e+04,+3.557960e-02,-1.765262e-01,+1.800762e-01,-7.860446e+01,
+4.360000e+04,+3.543065e-02,-1.761542e-01,+1.796821e-01,-7.862759e+01,
+4.370000e+04,+3.528456e-02,-1.757884e-01,+1.792946e-01,-7.865030e+01,
+4.380000e+04,+3.513577e-02,-1.754072e-01,+1.788916e-01,-7.867300e+01,
+4.390000e+04,+3.498633e-02,-1.750167e-01,+1.784794e-01,-7.869542e+01,
+4.400000e+04,+3.484404e-02,-1.746624e-01,+1.781041e-01,-7.871796e+01,
+4.410000e+04,+3.470011e-02,-1.742967e-01,+1.777173e-01,-7.874040e+01,
+4.420000e+04,+3.455788e-02,-1.739351e-01,+1.773349e-01,-7.876266e+01,
+4.430000e+04,+3.441664e-02,-1.735753e-01,+1.769545e-01,-7.878481e+01,
+4.440000e+04,+3.427325e-02,-1.732042e-01,+1.765625e-01,-7.880703e+01,
+4.450000e+04,+3.413254e-02,-1.728425e-01,+1.761805e-01,-7.882909e+01,
+4.460000e+04,+3.399763e-02,-1.725031e-01,+1.758214e-01,-7.885079e+01,
+4.470000e+04,+3.385989e-02,-1.721515e-01,+1.754498e-01,-7.887272e+01,
+4.480000e+04,+3.371843e-02,-1.717777e-01,+1.750557e-01,-7.889453e+01,
+4.490000e+04,+3.358231e-02,-1.714258e-01,+1.746842e-01,-7.891612e+01,
+4.500000e+04,+3.344676e-02,-1.710771e-01,+1.743160e-01,-7.893781e+01,
+4.510000e+04,+3.331267e-02,-1.707304e-01,+1.739500e-01,-7.895924e+01,
+4.520000e+04,+3.317771e-02,-1.703776e-01,+1.735779e-01,-7.898067e+01,
+4.530000e+04,+3.304341e-02,-1.700248e-01,+1.732059e-01,-7.900196e+01,
+4.540000e+04,+3.291098e-02,-1.696791e-01,+1.728413e-01,-7.902319e+01,
+4.550000e+04,+3.278269e-02,-1.693507e-01,+1.724945e-01,-7.904426e+01,
+4.560000e+04,+3.264801e-02,-1.689875e-01,+1.721123e-01,-7.906530e+01,
+4.570000e+04,+3.251938e-02,-1.686534e-01,+1.717599e-01,-7.908629e+01,
+4.580000e+04,+3.238732e-02,-1.682986e-01,+1.713866e-01,-7.910718e+01,
+4.590000e+04,+3.225977e-02,-1.679634e-01,+1.710334e-01,-7.912792e+01,
+4.600000e+04,+3.213218e-02,-1.676240e-01,+1.706760e-01,-7.914850e+01,
+4.610000e+04,+3.200643e-02,-1.672936e-01,+1.703278e-01,-7.916911e+01,
+4.620000e+04,+3.188156e-02,-1.669652e-01,+1.699818e-01,-7.918964e+01,
+4.630000e+04,+3.175563e-02,-1.666264e-01,+1.696254e-01,-7.920997e+01,
+4.640000e+04,+3.163201e-02,-1.662982e-01,+1.692798e-01,-7.923026e+01,
+4.650000e+04,+3.150709e-02,-1.659607e-01,+1.689249e-01,-7.925050e+01,
+4.660000e+04,+3.138556e-02,-1.656384e-01,+1.685857e-01,-7.927065e+01,
+4.670000e+04,+3.126065e-02,-1.652950e-01,+1.682250e-01,-7.929067e+01,
+4.680000e+04,+3.114098e-02,-1.649778e-01,+1.678912e-01,-7.931069e+01,
+4.690000e+04,+3.102124e-02,-1.646587e-01,+1.675553e-01,-7.933068e+01,
+4.700000e+04,+3.089936e-02,-1.643229e-01,+1.672028e-01,-7.935043e+01,
+4.710000e+04,+3.078381e-02,-1.640201e-01,+1.668839e-01,-7.937020e+01,
+4.720000e+04,+3.066180e-02,-1.636800e-01,+1.665271e-01,-7.938987e+01,
+4.730000e+04,+3.054451e-02,-1.633600e-01,+1.661911e-01,-7.940932e+01,
+4.740000e+04,+3.042674e-02,-1.630365e-01,+1.658514e-01,-7.942876e+01,
+4.750000e+04,+3.030965e-02,-1.627178e-01,+1.655166e-01,-7.944836e+01,
+4.760000e+04,+3.019270e-02,-1.623954e-01,+1.651783e-01,-7.946777e+01,
+4.770000e+04,+3.007576e-02,-1.620701e-01,+1.648371e-01,-7.948706e+01,
+4.780000e+04,+2.996652e-02,-1.617814e-01,+1.645334e-01,-7.950613e+01,
+4.790000e+04,+2.985019e-02,-1.614552e-01,+1.641914e-01,-7.952531e+01,
+4.800000e+04,+2.973773e-02,-1.611448e-01,+1.638658e-01,-7.954424e+01,
+4.810000e+04,+2.962532e-02,-1.608381e-01,+1.635437e-01,-7.956347e+01,
+4.820000e+04,+2.951126e-02,-1.605159e-01,+1.632062e-01,-7.958235e+01,
+4.830000e+04,+2.940143e-02,-1.602130e-01,+1.628885e-01,-7.960109e+01,
+4.840000e+04,+2.929102e-02,-1.599042e-01,+1.625648e-01,-7.961972e+01,
+4.850000e+04,+2.917989e-02,-1.595889e-01,+1.622346e-01,-7.963826e+01,
+4.860000e+04,+2.906873e-02,-1.592737e-01,+1.619046e-01,-7.965689e+01,
+4.870000e+04,+2.896033e-02,-1.589707e-01,+1.615871e-01,-7.967542e+01,
+4.880000e+04,+2.884982e-02,-1.586531e-01,+1.612548e-01,-7.969382e+01,
+4.890000e+04,+2.874196e-02,-1.583509e-01,+1.609382e-01,-7.971235e+01,
+4.900000e+04,+2.863644e-02,-1.580576e-01,+1.606308e-01,-7.973070e+01,
+4.910000e+04,+2.853073e-02,-1.577598e-01,+1.603189e-01,-7.974890e+01,
+4.920000e+04,+2.842488e-02,-1.574589e-01,+1.600040e-01,-7.976702e+01,
+4.930000e+04,+2.831956e-02,-1.571565e-01,+1.596877e-01,-7.978494e+01,
+4.940000e+04,+2.821260e-02,-1.568471e-01,+1.593642e-01,-7.980305e+01,
+4.950000e+04,+2.811222e-02,-1.565709e-01,+1.590747e-01,-7.982103e+01,
+4.960000e+04,+2.800913e-02,-1.562770e-01,+1.587672e-01,-7.983891e+01,
+4.970000e+04,+2.790561e-02,-1.559785e-01,+1.584551e-01,-7.985670e+01,
+4.980000e+04,+2.780346e-02,-1.556875e-01,+1.581506e-01,-7.987457e+01,
+4.990000e+04,+2.770177e-02,-1.553946e-01,+1.578444e-01,-7.989221e+01,
+5.000000e+04,+2.760110e-02,-1.551089e-01,+1.575455e-01,-7.991002e+01,
+5.010000e+04,+2.749958e-02,-1.548090e-01,+1.572325e-01,-7.992730e+01,
+5.020000e+04,+2.740020e-02,-1.545224e-01,+1.569330e-01,-7.994472e+01,
+5.030000e+04,+2.730047e-02,-1.542328e-01,+1.566304e-01,-7.996214e+01,
+5.040000e+04,+2.720238e-02,-1.539486e-01,+1.563334e-01,-7.997939e+01,
+5.050000e+04,+2.710274e-02,-1.536575e-01,+1.560294e-01,-7.999682e+01,
+5.060000e+04,+2.700421e-02,-1.533687e-01,+1.557279e-01,-8.001407e+01,
+5.070000e+04,+2.690855e-02,-1.530926e-01,+1.554394e-01,-8.003114e+01,
+5.080000e+04,+2.681275e-02,-1.528133e-01,+1.551477e-01,-8.004813e+01,
+5.090000e+04,+2.671666e-02,-1.525320e-01,+1.548541e-01,-8.006516e+01,
+5.100000e+04,+2.662242e-02,-1.522569e-01,+1.545669e-01,-8.008198e+01,
+5.110000e+04,+2.652805e-02,-1.519797e-01,+1.542775e-01,-8.009876e+01,
+5.120000e+04,+2.643545e-02,-1.517111e-01,+1.539971e-01,-8.011553e+01,
+5.130000e+04,+2.634215e-02,-1.514362e-01,+1.537102e-01,-8.013220e+01,
+5.140000e+04,+2.624679e-02,-1.511484e-01,+1.534103e-01,-8.014886e+01,
+5.150000e+04,+2.615295e-02,-1.508659e-01,+1.531160e-01,-8.016537e+01,
+5.160000e+04,+2.606068e-02,-1.505903e-01,+1.528287e-01,-8.018181e+01,
+5.170000e+04,+2.597049e-02,-1.503275e-01,+1.525543e-01,-8.019836e+01,
+5.180000e+04,+2.587770e-02,-1.500459e-01,+1.522610e-01,-8.021473e+01,
+5.190000e+04,+2.578861e-02,-1.497844e-01,+1.519882e-01,-8.023106e+01,
+5.200000e+04,+2.569968e-02,-1.495224e-01,+1.517149e-01,-8.024737e+01,
+5.210000e+04,+2.560720e-02,-1.492370e-01,+1.514180e-01,-8.026357e+01,
+5.220000e+04,+2.552159e-02,-1.489886e-01,+1.511587e-01,-8.027963e+01,
+5.230000e+04,+2.542964e-02,-1.487010e-01,+1.508597e-01,-8.029561e+01,
+5.240000e+04,+2.534274e-02,-1.484416e-01,+1.505894e-01,-8.031157e+01,
+5.250000e+04,+2.525473e-02,-1.481776e-01,+1.503143e-01,-8.032769e+01,
+5.260000e+04,+2.516806e-02,-1.479153e-01,+1.500412e-01,-8.034349e+01,
+5.270000e+04,+2.508174e-02,-1.476532e-01,+1.497684e-01,-8.035923e+01,
+5.280000e+04,+2.499453e-02,-1.473883e-01,+1.494926e-01,-8.037518e+01,
+5.290000e+04,+2.491019e-02,-1.471362e-01,+1.492300e-01,-8.039093e+01,
+5.300000e+04,+2.482379e-02,-1.468702e-01,+1.489532e-01,-8.040661e+01,
+5.310000e+04,+2.473584e-02,-1.465892e-01,+1.486616e-01,-8.042198e+01,
+5.320000e+04,+2.465122e-02,-1.463321e-01,+1.483939e-01,-8.043768e+01,
+5.330000e+04,+2.456792e-02,-1.460776e-01,+1.481291e-01,-8.045310e+01,
+5.340000e+04,+2.448246e-02,-1.458096e-01,+1.478507e-01,-8.046854e+01,
+5.350000e+04,+2.439831e-02,-1.455473e-01,+1.475780e-01,-8.048389e+01,
+5.360000e+04,+2.431596e-02,-1.452960e-01,+1.473167e-01,-8.049932e+01,
+5.370000e+04,+2.423250e-02,-1.450372e-01,+1.470477e-01,-8.051476e+01,
+5.380000e+04,+2.415066e-02,-1.447825e-01,+1.467829e-01,-8.052988e+01,
+5.390000e+04,+2.406839e-02,-1.445249e-01,+1.465153e-01,-8.054504e+01,
+5.400000e+04,+2.398544e-02,-1.442576e-01,+1.462380e-01,-8.055988e+01,
+5.410000e+04,+2.390335e-02,-1.439995e-01,+1.459699e-01,-8.057506e+01,
+5.420000e+04,+2.382437e-02,-1.437571e-01,+1.457179e-01,-8.059010e+01,
+5.430000e+04,+2.374626e-02,-1.435160e-01,+1.454673e-01,-8.060491e+01,
+5.440000e+04,+2.366842e-02,-1.432753e-01,+1.452171e-01,-8.061971e+01,
+5.450000e+04,+2.358788e-02,-1.430156e-01,+1.449478e-01,-8.063439e+01,
+5.460000e+04,+2.351065e-02,-1.427822e-01,+1.447049e-01,-8.064952e+01,
+5.470000e+04,+2.343401e-02,-1.425474e-01,+1.444607e-01,-8.066438e+01,
+5.480000e+04,+2.335582e-02,-1.423022e-01,+1.442062e-01,-8.067924e+01,
+5.490000e+04,+2.327664e-02,-1.420460e-01,+1.439406e-01,-8.069382e+01,
+5.500000e+04,+2.320212e-02,-1.418143e-01,+1.436998e-01,-8.070821e+01,
+5.510000e+04,+2.312546e-02,-1.415730e-01,+1.434493e-01,-8.072286e+01,
+5.520000e+04,+2.304913e-02,-1.413322e-01,+1.431993e-01,-8.073746e+01,
+5.530000e+04,+2.297296e-02,-1.410847e-01,+1.429428e-01,-8.075163e+01,
+5.540000e+04,+2.289583e-02,-1.408403e-01,+1.426892e-01,-8.076643e+01,
+5.550000e+04,+2.282608e-02,-1.406278e-01,+1.424683e-01,-8.078040e+01,
+5.560000e+04,+2.274968e-02,-1.403807e-01,+1.422121e-01,-8.079483e+01,
+5.570000e+04,+2.267734e-02,-1.401515e-01,+1.419743e-01,-8.080886e+01,
+5.580000e+04,+2.260129e-02,-1.399012e-01,+1.417150e-01,-8.082304e+01,
+5.590000e+04,+2.252733e-02,-1.396639e-01,+1.414690e-01,-8.083730e+01,
+5.600000e+04,+2.245304e-02,-1.394227e-01,+1.412191e-01,-8.085147e+01,
+5.610000e+04,+2.238152e-02,-1.391924e-01,+1.409803e-01,-8.086527e+01,
+5.620000e+04,+2.230905e-02,-1.389573e-01,+1.407367e-01,-8.087921e+01,
+5.630000e+04,+2.223785e-02,-1.387297e-01,+1.405007e-01,-8.089317e+01,
+5.640000e+04,+2.216682e-02,-1.385006e-01,+1.402633e-01,-8.090701e+01,
+5.650000e+04,+2.209512e-02,-1.382667e-01,+1.400209e-01,-8.092085e+01,
+5.660000e+04,+2.202496e-02,-1.380360e-01,+1.397821e-01,-8.093433e+01,
+5.670000e+04,+2.195288e-02,-1.378063e-01,+1.395439e-01,-8.094868e+01,
+5.680000e+04,+2.188259e-02,-1.375732e-01,+1.393026e-01,-8.096216e+01,
+5.690000e+04,+2.181268e-02,-1.373525e-01,+1.390737e-01,-8.097631e+01,
+5.700000e+04,+2.174213e-02,-1.371132e-01,+1.388263e-01,-8.098959e+01,
+5.710000e+04,+2.167284e-02,-1.368845e-01,+1.385896e-01,-8.100307e+01,
+5.720000e+04,+2.160354e-02,-1.366561e-01,+1.383532e-01,-8.101662e+01,
+5.730000e+04,+2.153528e-02,-1.364298e-01,+1.381190e-01,-8.102993e+01,
+5.740000e+04,+2.146593e-02,-1.362007e-01,+1.378819e-01,-8.104355e+01,
+5.750000e+04,+2.139966e-02,-1.359851e-01,+1.376586e-01,-8.105683e+01,
+5.760000e+04,+2.133307e-02,-1.357666e-01,+1.374324e-01,-8.107009e+01,
+5.770000e+04,+2.126603e-02,-1.355438e-01,+1.372019e-01,-8.108331e+01,
+5.780000e+04,+2.119966e-02,-1.353257e-01,+1.369762e-01,-8.109660e+01,
+5.790000e+04,+2.113274e-02,-1.351008e-01,+1.367436e-01,-8.110972e+01,
+5.800000e+04,+2.106508e-02,-1.348723e-01,+1.365074e-01,-8.112295e+01,
+5.810000e+04,+2.099438e-02,-1.346196e-01,+1.362469e-01,-8.113593e+01,
+5.820000e+04,+2.092962e-02,-1.344085e-01,+1.360283e-01,-8.114917e+01,
+5.830000e+04,+2.086510e-02,-1.341915e-01,+1.358040e-01,-8.116199e+01,
+5.840000e+04,+2.080046e-02,-1.339753e-01,+1.355804e-01,-8.117493e+01,
+5.850000e+04,+2.073574e-02,-1.337558e-01,+1.353536e-01,-8.118776e+01,
+5.860000e+04,+2.067121e-02,-1.335385e-01,+1.351289e-01,-8.120068e+01,
+5.870000e+04,+2.060713e-02,-1.333252e-01,+1.349083e-01,-8.121372e+01,
+5.880000e+04,+2.054485e-02,-1.331164e-01,+1.346925e-01,-8.122633e+01,
+5.890000e+04,+2.047953e-02,-1.328885e-01,+1.344573e-01,-8.123903e+01,
+5.900000e+04,+2.041586e-02,-1.326698e-01,+1.342315e-01,-8.125168e+01,
+5.910000e+04,+2.035328e-02,-1.324587e-01,+1.340133e-01,-8.126438e+01,
+5.920000e+04,+2.029087e-02,-1.322436e-01,+1.337912e-01,-8.127681e+01,
+5.930000e+04,+2.022943e-02,-1.320369e-01,+1.335776e-01,-8.128942e+01,
+5.940000e+04,+2.016847e-02,-1.318337e-01,+1.333675e-01,-8.130208e+01,
+5.950000e+04,+2.010790e-02,-1.316257e-01,+1.331528e-01,-8.131432e+01,
+5.960000e+04,+2.004749e-02,-1.314217e-01,+1.329419e-01,-8.132677e+01,
+5.970000e+04,+1.998641e-02,-1.312115e-01,+1.327250e-01,-8.133916e+01,
+5.980000e+04,+1.992255e-02,-1.309869e-01,+1.324933e-01,-8.135184e+01,
+5.990000e+04,+1.986249e-02,-1.307784e-01,+1.322781e-01,-8.136397e+01,
+6.000000e+04,+1.980155e-02,-1.305684e-01,+1.320613e-01,-8.137643e+01,
+6.010000e+04,+1.974317e-02,-1.303701e-01,+1.318565e-01,-8.138859e+01,
+6.020000e+04,+1.968379e-02,-1.301628e-01,+1.316427e-01,-8.140063e+01,
+6.030000e+04,+1.962254e-02,-1.299441e-01,+1.314173e-01,-8.141278e+01,
+6.040000e+04,+1.956460e-02,-1.297470e-01,+1.312138e-01,-8.142495e+01,
+6.050000e+04,+1.950460e-02,-1.295342e-01,+1.309944e-01,-8.143702e+01,
